Gene	gene_id	type	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	Balaton.consensus.calls
469	NLRP2B	ENSG00000215174	protein_coding	chrX	57677067	57680260	NLRP2P	ENSG00000215174	protein_coding	NA
470	NONO	ENSG00000147140	protein_coding	chrX	71254814	71301522	NONO	ENSG00000147140	protein_coding	Mostly S
471	NOX1	ENSG00000007952	protein_coding	chrX	100843324	100874359	NOX1	ENSG00000007952	protein_coding	No call
472	NR0B1	ENSG00000169297	protein_coding	chrX	30304206	30309390	NR0B1	ENSG00000169297	protein_coding	S
473	NRK	ENSG00000123572	protein_coding	chrX	105822539	105958610	NRK	ENSG00000123572	protein_coding	S
474	NSDHL	ENSG00000147383	protein_coding	chrX	152830967	152869729	NSDHL	ENSG00000147383	protein_coding	S
475	NUDT10	ENSG00000122824	protein_coding	chrX	51332231	51337525	NUDT10	ENSG00000122824	protein_coding	S
476	NUDT11	ENSG00000196368	protein_coding	chrX	51490011	51496592	NUDT11	ENSG00000196368	protein_coding	S
477	NUP62CL	ENSG00000198088	protein_coding	chrX	107123427	107206433	NUP62CL	ENSG00000198088	protein_coding	Mostly S
478	NXF2	ENSG00000269405	protein_coding	chrX	102247167	102326722	NXF2	ENSG00000269405	protein_coding	No call
479	NXF2B	ENSG00000269437	protein_coding	chrX	102360396	102439932	NXF2B	ENSG00000269437	protein_coding	No call
480	NXF3	ENSG00000147206	protein_coding	chrX	103075810	103093143	NXF3	ENSG00000147206	protein_coding	VE
481	NXT2	ENSG00000101888	protein_coding	chrX	109535781	109544698	NXT2	ENSG00000101888	protein_coding	Mostly S
482	NYX	ENSG00000188937	protein_coding	chrX	41447343	41475710	NYX	ENSG00000188937	protein_coding	S
483	OCRL	ENSG00000122126	protein_coding	chrX	129539849	129592561	OCRL	ENSG00000122126	protein_coding	S
484	OFD1	ENSG00000046651	protein_coding	chrX	13734743	13777955	OFD1	ENSG00000046651	protein_coding	Mostly E
485	OGT	ENSG00000147162	protein_coding	chrX	71533104	71575892	OGT	ENSG00000147162	protein_coding	Mostly S
486	OPHN1	ENSG00000079482	protein_coding	chrX	67949349	68433913	OPHN1	ENSG00000079482	protein_coding	S
487	OPN1LW	ENSG00000102076	protein_coding	chrX	154144243	154159032	OPN1LW	ENSG00000102076	protein_coding	No call
488	OPN1MW	ENSG00000268221	protein_coding	chrX	154182596	154196861	OPN1MW	ENSG00000268221	protein_coding	No call
489	OPN1MW2	ENSG00000166160	protein_coding	chrX	154219756	154233286	OPN1MW2	ENSG00000166160	protein_coding	NA
490	OPN1MW3	ENSG00000269433	protein_coding	chrX	154257538	154271805	OPN1MW3	ENSG00000269433	protein_coding	NA
491	OR13H1	ENSG00000171054	protein_coding	chrX	131544074	131545000	OR13H1	ENSG00000171054	protein_coding	No call
492	OTC	ENSG00000036473	protein_coding	chrX	38352586	38421446	OTC	ENSG00000036473	protein_coding	S
493	OTUD5	ENSG00000068308	protein_coding	chrX	48922024	48958386	OTUD5	ENSG00000068308	protein_coding	S
494	OTUD6A	ENSG00000189401	protein_coding	chrX	70062457	70064179	OTUD6A	ENSG00000189401	protein_coding	No call
495	P2RY10	ENSG00000078589	protein_coding	chrX	78945332	78963727	P2RY10	ENSG00000078589	protein_coding	VE
496	P2RY4	ENSG00000186912	protein_coding	chrX	70258166	70260204	P2RY4	ENSG00000186912	protein_coding	S
497	P2RY8	ENSG00000182162	protein_coding	chrX	1462581	1537185	P2RY8	ENSG00000182162	protein_coding	PAR
498	PABIR2	ENSG00000156504	protein_coding	chrX	134769566	134797232	FAM122B	ENSG00000156504	protein_coding	S
499	PABIR3	ENSG00000156500	protein_coding	chrX	134796395	134854835	FAM122C	ENSG00000156500	protein_coding	Mostly S
500	PABPC1L2A	ENSG00000186288	protein_coding	chrX	73077276	73079512	PABPC1L2A	ENSG00000186288	protein_coding	No call
501	PABPC1L2B	ENSG00000184388	protein_coding	chrX	73002939	73006106	PABPC1L2B	ENSG00000184388	protein_coding	No call
502	PABPC5	ENSG00000174740	protein_coding	chrX	91434595	91438584	PABPC5	ENSG00000174740	protein_coding	Mostly VE
503	PAGE1	ENSG00000068985	protein_coding	chrX	49687447	49695984	PAGE1	ENSG00000068985	protein_coding	No call
504	PAGE2	ENSG00000234068	protein_coding	chrX	55089018	55092842	PAGE2	ENSG00000234068	protein_coding	No call
505	PAGE2B	ENSG00000238269	protein_coding	chrX	55075030	55078909	PAGE2B	ENSG00000238269	protein_coding	No call
506	PAGE3	ENSG00000204279	protein_coding	chrX	55258415	55264916	PAGE3	ENSG00000204279	protein_coding	No call
507	PAGE4	ENSG00000101951	protein_coding	chrX	49829260	49834264	PAGE4	ENSG00000101951	protein_coding	No call
508	PAGE5	ENSG00000158639	protein_coding	chrX	55220346	55224108	PAGE5	ENSG00000158639	protein_coding	No call
509	PAK3	ENSG00000077264	protein_coding	chrX	110944285	111227361	PAK3	ENSG00000077264	protein_coding	Mostly S
510	PASD1	ENSG00000166049	protein_coding	chrX	151563675	151676739	PASD1	ENSG00000166049	protein_coding	No call
511	PBDC1	ENSG00000102390	protein_coding	chrX	76173040	76178314	PBDC1	ENSG00000102390	protein_coding	S
512	PCDH11X	ENSG00000102290	protein_coding	chrX	91779261	92623230	PCDH11X	ENSG00000102290	protein_coding	Discordant
513	PCDH19	ENSG00000165194	protein_coding	chrX	100291644	100410273	PCDH19	ENSG00000165194	protein_coding	S
514	PCSK1N	ENSG00000102109	protein_coding	chrX	48831096	48835610	PCSK1N	ENSG00000102109	protein_coding	S
515	PCYT1B	ENSG00000102230	protein_coding	chrX	24558087	24672677	PCYT1B	ENSG00000102230	protein_coding	S
516	PDHA1	ENSG00000131828	protein_coding	chrX	19343893	19361718	PDHA1	ENSG00000131828	protein_coding	S
517	PDK3	ENSG00000067992	protein_coding	chrX	24465270	24550466	PDK3	ENSG00000067992	protein_coding	S
518	PDZD11	ENSG00000120509	protein_coding	chrX	70286595	70290514	PDZD11	ENSG00000120509	protein_coding	Mostly S
519	PDZD4	ENSG00000067840	protein_coding	chrX	153802166	153830565	PDZD4	ENSG00000067840	protein_coding	Discordant
520	PFKFB1	ENSG00000158571	protein_coding	chrX	54932961	54998534	PFKFB1	ENSG00000158571	protein_coding	Discordant
521	PGAM4	ENSG00000226784	protein_coding	chrX	77967949	77969638	PGAM4	ENSG00000226784	protein_coding	No call
522	PGK1	ENSG00000102144	protein_coding	chrX	77910739	78129295	PGK1	ENSG00000102144	protein_coding	S
523	PGRMC1	ENSG00000101856	protein_coding	chrX	119236245	119244466	PGRMC1	ENSG00000101856	protein_coding	S
524	PHEX	ENSG00000102174	protein_coding	chrX	22032325	22494713	PHEX	ENSG00000102174	protein_coding	VE
525	PHF6	ENSG00000156531	protein_coding	chrX	134373312	134428791	PHF6	ENSG00000156531	protein_coding	S
526	PHF8	ENSG00000172943	protein_coding	chrX	53936676	54048958	PHF8	ENSG00000172943	protein_coding	S
527	PHKA1	ENSG00000067177	protein_coding	chrX	72578814	72714319	PHKA1	ENSG00000067177	protein_coding	Mostly S
528	PHKA2	ENSG00000044446	protein_coding	chrX	18892298	18984114	PHKA2	ENSG00000044446	protein_coding	Mostly S
529	PIGA	ENSG00000165195	protein_coding	chrX	15319452	15335554	PIGA	ENSG00000165195	protein_coding	S
530	PIM2	ENSG00000102096	protein_coding	chrX	48913182	48919024	PIM2	ENSG00000102096	protein_coding	S
531	PIN4	ENSG00000102309	protein_coding	chrX	72181353	72302926	PIN4	ENSG00000102309	protein_coding	Discordant
532	PIR	ENSG00000087842	protein_coding	chrX	15384799	15493564	PIR	ENSG00000087842	protein_coding	Discordant
533	PJA1	ENSG00000181191	protein_coding	chrX	69160851	69165521	PJA1	ENSG00000181191	protein_coding	S
534	PLAC1	ENSG00000170965	protein_coding	chrX	134565838	134764322	PLAC1	ENSG00000170965	protein_coding	VE
535	PLCXD1	ENSG00000182378	protein_coding	chrX	276322	303356	PLCXD1	ENSG00000182378	protein_coding	PAR
536	PLP1	ENSG00000123560	protein_coding	chrX	103773718	103792619	PLP1	ENSG00000123560	protein_coding	Mostly S
537	PLP2	ENSG00000102007	protein_coding	chrX	49171898	49175235	PLP2	ENSG00000102007	protein_coding	S
538	PLS3	ENSG00000102024	protein_coding	chrX	115561174	115650861	PLS3	ENSG00000102024	protein_coding	Mostly VE
539	PLXNA3	ENSG00000130827	protein_coding	chrX	154458281	154477779	PLXNA3	ENSG00000130827	protein_coding	S
540	PLXNB3	ENSG00000198753	protein_coding	chrX	153764196	153779346	PLXNB3	ENSG00000198753	protein_coding	Discordant
541	PNCK	ENSG00000130822	protein_coding	chrX	153669733	153689010	PNCK	ENSG00000130822	protein_coding	S
542	PNMA3	ENSG00000183837	protein_coding	chrX	153056409	153060467	PNMA3	ENSG00000183837	protein_coding	Discordant
543	PNMA5	ENSG00000198883	protein_coding	chrX	152988824	152994116	PNMA5	ENSG00000198883	protein_coding	S
544	PNMA6A	ENSG00000235961	protein_coding	chrX	153072454	153075019	PNMA6A	ENSG00000235961	protein_coding	S
545	PNMA6E	ENSG00000214897	protein_coding	chrX	153395639	153401392	U82695.5	ENSG00000214897	protein_coding	NA
546	PNMA6F	ENSG00000225110	protein_coding	chrX	153317680	153321767	LL0XNC01-16G2.1	ENSG00000225110	protein_coding	NA
547	PNPLA4	ENSG00000006757	protein_coding	chrX	7898247	7927739	PNPLA4	ENSG00000006757	protein_coding	E
548	POF1B	ENSG00000124429	protein_coding	chrX	85277396	85379717	POF1B	ENSG00000124429	protein_coding	VE
549	POLA1	ENSG00000101868	protein_coding	chrX	24693873	24996986	POLA1	ENSG00000101868	protein_coding	S
550	PORCN	ENSG00000102312	protein_coding	chrX	48508959	48520814	PORCN	ENSG00000102312	protein_coding	Mostly S
551	POU3F4	ENSG00000196767	protein_coding	chrX	83508290	83512127	POU3F4	ENSG00000196767	protein_coding	S
552	PPEF1	ENSG00000086717	protein_coding	chrX	18675909	18827921	PPEF1	ENSG00000086717	protein_coding	VE
553	PPP1R2C	ENSG00000102055	protein_coding	chrX	42777366	42778163	PPP1R2P9	ENSG00000102055	processed_pseudogene	No call
554	PPP1R3F	ENSG00000049769	protein_coding	chrX	49269793	49301461	PPP1R3F	ENSG00000049769	protein_coding	S
555	PPP2R3B	ENSG00000167393	protein_coding	chrX	333933	386955	PPP2R3B	ENSG00000167393	protein_coding	PAR
556	PPP4R3C	ENSG00000224960	protein_coding	chrX	27460207	27463341	PPP4R3CP	ENSG00000224960	processed_pseudogene	No call
557	PQBP1	ENSG00000102103	protein_coding	chrX	48890197	48903143	PQBP1	ENSG00000102103	protein_coding	Mostly S
558	PRAF2	ENSG00000243279	protein_coding	chrX	49071161	49074002	PRAF2	ENSG00000243279	protein_coding	S
559	PRDX4	ENSG00000123131	protein_coding	chrX	23664262	23686397	PRDX4	ENSG00000123131	protein_coding	S
560	PRICKLE3	ENSG00000012211	protein_coding	chrX	49174802	49186528	PRICKLE3	ENSG00000012211	protein_coding	S
561	PRKX	ENSG00000183943	protein_coding	chrX	3604340	3713649	PRKX	ENSG00000183943	protein_coding	E
562	PRPS1	ENSG00000147224	protein_coding	chrX	107628428	107651993	PRPS1	ENSG00000147224	protein_coding	S
563	PRPS2	ENSG00000101911	protein_coding	chrX	12791355	12824222	PRPS2	ENSG00000101911	protein_coding	S
564	PRR32	ENSG00000183631	protein_coding	chrX	126819729	126821786	PRR32	ENSG00000183631	protein_coding	No call
565	PRRG1	ENSG00000130962	protein_coding	chrX	37349309	37457292	PRRG1	ENSG00000130962	protein_coding	Mostly S
566	PRRG3	ENSG00000130032	protein_coding	chrX	151694607	151705924	PRRG3	ENSG00000130032	protein_coding	Mostly S
567	PSMD10	ENSG00000101843	protein_coding	chrX	108084207	108091549	PSMD10	ENSG00000101843	protein_coding	S
568	PTCHD1	ENSG00000165186	protein_coding	chrX	23334849	23404374	PTCHD1	ENSG00000165186	protein_coding	Discordant
569	PUDP	ENSG00000130021	protein_coding	chrX	6667865	7148158	PUDP	ENSG00000130021	protein_coding	E
570	PWWP3B	ENSG00000157502	protein_coding	chrX	106168305	106208956	MUM1L1	ENSG00000157502	protein_coding	S
571	PWWP4	ENSG00000278803	protein_coding	chrX	153271618	153277803	RP11-635O16.1	ENSG00000278803	unprocessed_pseudogene	NA
572	RAB33A	ENSG00000134594	protein_coding	chrX	130171962	130184870	RAB33A	ENSG00000134594	protein_coding	S
573	RAB39B	ENSG00000155961	protein_coding	chrX	155258235	155264491	RAB39B	ENSG00000155961	protein_coding	S
574	RAB40A	ENSG00000172476	protein_coding	chrX	103499130	103519489	RAB40A	ENSG00000172476	protein_coding	Discordant
575	RAB40AL	ENSG00000102128	protein_coding	chrX	102937272	102938300	RAB40AL	ENSG00000102128	protein_coding	No call
576	RAB41	ENSG00000147127	protein_coding	chrX	70282093	70285002	RAB41	ENSG00000147127	protein_coding	S
577	RAB9A	ENSG00000123595	protein_coding	chrX	13689128	13710504	RAB9A	ENSG00000123595	protein_coding	Mostly E
578	RAB9B	ENSG00000123570	protein_coding	chrX	103822327	103832257	RAB9B	ENSG00000123570	protein_coding	Mostly S
579	RADX	ENSG00000147231	protein_coding	chrX	106611930	106679439	CXorf57	ENSG00000147231	protein_coding	S
580	RAI2	ENSG00000131831	protein_coding	chrX	17800049	17861337	RAI2	ENSG00000131831	protein_coding	S
581	RAP2C	ENSG00000123728	protein_coding	chrX	132203024	132219480	RAP2C	ENSG00000123728	protein_coding	S
582	RBBP7	ENSG00000102054	protein_coding	chrX	16839283	16870362	RBBP7	ENSG00000102054	protein_coding	Mostly E
583	RBM10	ENSG00000182872	protein_coding	chrX	47145221	47186813	RBM10	ENSG00000182872	protein_coding	S
584	RBM3	ENSG00000102317	protein_coding	chrX	48574449	48581162	RBM3	ENSG00000102317	protein_coding	S
585	RBM41	ENSG00000089682	protein_coding	chrX	107064420	107118823	RBM41	ENSG00000089682	protein_coding	Mostly S
586	RBMX	ENSG00000147274	protein_coding	chrX	136848004	136880764	RBMX	ENSG00000147274	protein_coding	S
587	RBMX2	ENSG00000134597	protein_coding	chrX	130401987	130413656	RBMX2	ENSG00000134597	protein_coding	S
588	RBMXL3	ENSG00000175718	protein_coding	chrX	115189410	115192868	RBMXL3	ENSG00000175718	protein_coding	No call
589	RENBP	ENSG00000102032	protein_coding	chrX	153935269	153944687	RENBP	ENSG00000102032	protein_coding	Discordant
590	REPS2	ENSG00000169891	protein_coding	chrX	16946658	17153272	REPS2	ENSG00000169891	protein_coding	Discordant
591	RGN	ENSG00000130988	protein_coding	chrX	47078355	47093314	RGN	ENSG00000130988	protein_coding	S
592	RHOXF1	ENSG00000101883	protein_coding	chrX	120109051	120115913	RHOXF1	ENSG00000101883	protein_coding	No call
593	RHOXF2	ENSG00000131721	protein_coding	chrX	120158613	120165630	RHOXF2	ENSG00000131721	protein_coding	S
594	RHOXF2B	ENSG00000203989	protein_coding	chrX	120072264	120077690	RHOXF2B	ENSG00000203989	protein_coding	No call
595	RIBC1	ENSG00000158423	protein_coding	chrX	53422690	53431120	RIBC1	ENSG00000158423	protein_coding	Discordant
596	RIPPLY1	ENSG00000147223	protein_coding	chrX	106900063	106903341	RIPPLY1	ENSG00000147223	protein_coding	S
597	RLIM	ENSG00000131263	protein_coding	chrX	74582976	74614624	RLIM	ENSG00000131263	protein_coding	S
598	RNF113A	ENSG00000125352	protein_coding	chrX	119870475	119871733	RNF113A	ENSG00000125352	protein_coding	S
599	RNF128	ENSG00000133135	protein_coding	chrX	106693794	106797016	RNF128	ENSG00000133135	protein_coding	S
600	RP2	ENSG00000102218	protein_coding	chrX	46837043	46882358	RP2	ENSG00000102218	protein_coding	S
601	RPA4	ENSG00000204086	protein_coding	chrX	96883908	96885467	RPA4	ENSG00000204086	protein_coding	No call
602	RPGR	ENSG00000156313	protein_coding	chrX	38269163	38327544	RPGR	ENSG00000156313	protein_coding	S
603	RPL10	ENSG00000147403	protein_coding	chrX	154389955	154409168	RPL10	ENSG00000147403	protein_coding	S
604	RPL36A	ENSG00000241343	protein_coding	chrX	101390824	101396155	RPL36A	ENSG00000241343	protein_coding	S
605	RPL36A-HNRNPH2	ENSG00000257529	protein_coding	chrX	101391011	101412297	RPL36A-HNRNPH2	ENSG00000257529	protein_coding	S
606	RPL39	ENSG00000198918	protein_coding	chrX	119786504	119791630	RPL39	ENSG00000198918	protein_coding	S
607	RPS4X	ENSG00000198034	protein_coding	chrX	72255679	72277248	RPS4X	ENSG00000198034	protein_coding	Mostly E
608	RPS6KA3	ENSG00000177189	protein_coding	chrX	20149911	20267519	RPS6KA3	ENSG00000177189	protein_coding	S
609	RPS6KA6	ENSG00000072133	protein_coding	chrX	84058346	84188199	RPS6KA6	ENSG00000072133	protein_coding	S
610	RRAGB	ENSG00000083750	protein_coding	chrX	55717749	55758774	RRAGB	ENSG00000083750	protein_coding	Mostly S
611	RS1	ENSG00000102104	protein_coding	chrX	18639688	18672108	RS1	ENSG00000102104	protein_coding	Discordant
612	RTL3	ENSG00000179300	protein_coding	chrX	78656068	78659328	ZCCHC5	ENSG00000179300	protein_coding	No call
613	RTL4	ENSG00000187823	protein_coding	chrX	112454500	112457112	ZCCHC16	ENSG00000187823	protein_coding	E
614	RTL5	ENSG00000242732	protein_coding	chrX	72127110	72131901	RGAG4	ENSG00000242732	protein_coding	S
615	RTL8A	ENSG00000203950	protein_coding	chrX	135050932	135052196	FAM127B	ENSG00000203950	protein_coding	S
616	RTL8B	ENSG00000212747	protein_coding	chrX	135020513	135022542	FAM127C	ENSG00000212747	protein_coding	No call
617	RTL8C	ENSG00000134590	protein_coding	chrX	135032355	135033546	FAM127A	ENSG00000134590	protein_coding	S
618	RTL9	ENSG00000243978	protein_coding	chrX	110358816	110456334	RGAG1	ENSG00000243978	protein_coding	VE
619	S100G	ENSG00000169906	protein_coding	chrX	16650158	16654670	S100G	ENSG00000169906	protein_coding	E
620	SAGE1	ENSG00000181433	protein_coding	chrX	135889205	135913062	SAGE1	ENSG00000181433	protein_coding	No call
621	SASH3	ENSG00000122122	protein_coding	chrX	129779949	129795201	SASH3	ENSG00000122122	protein_coding	S
622	SAT1	ENSG00000130066	protein_coding	chrX	23783173	23786210	SAT1	ENSG00000130066	protein_coding	S
623	SATL1	ENSG00000184788	protein_coding	chrX	85092284	85243911	SATL1	ENSG00000184788	protein_coding	S
624	SCML1	ENSG00000047634	protein_coding	chrX	17737449	17754988	SCML1	ENSG00000047634	protein_coding	S
625	SCML2	ENSG00000102098	protein_coding	chrX	18239313	18354688	SCML2	ENSG00000102098	protein_coding	Mostly S
626	SEPTIN6	ENSG00000125354	protein_coding	chrX	119615724	119693370	SEPT6	ENSG00000125354	protein_coding	Mostly S
627	SERPINA7	ENSG00000123561	protein_coding	chrX	106032435	106038727	SERPINA7	ENSG00000123561	protein_coding	No call
628	SERTM2	ENSG00000260802	protein_coding	chrX	111511662	111522399	LINC00890	ENSG00000260802	lincRNA	NA
629	SH2D1A	ENSG00000183918	protein_coding	chrX	124227868	124373197	SH2D1A	ENSG00000183918	protein_coding	VE
630	SH3BGRL	ENSG00000131171	protein_coding	chrX	81202102	81298547	SH3BGRL	ENSG00000131171	protein_coding	Mostly S
631	SH3KBP1	ENSG00000147010	protein_coding	chrX	19533977	19887600	SH3KBP1	ENSG00000147010	protein_coding	Mostly S
632	SHOX	ENSG00000185960	protein_coding	chrX	624344	659411	SHOX	ENSG00000185960	protein_coding	PAR
633	SHROOM2	ENSG00000146950	protein_coding	chrX	9786429	9949443	SHROOM2	ENSG00000146950	protein_coding	Mostly VE
634	SHROOM4	ENSG00000158352	protein_coding	chrX	50591642	50814302	SHROOM4	ENSG00000158352	protein_coding	Mostly S
635	SLC10A3	ENSG00000126903	protein_coding	chrX	154487306	154490690	SLC10A3	ENSG00000126903	protein_coding	S
636	SLC16A2	ENSG00000147100	protein_coding	chrX	74421493	74533917	SLC16A2	ENSG00000147100	protein_coding	Mostly S
637	SLC25A14	ENSG00000102078	protein_coding	chrX	130339888	130373361	SLC25A14	ENSG00000102078	protein_coding	S
638	SLC25A43	ENSG00000077713	protein_coding	chrX	119399336	119454478	SLC25A43	ENSG00000077713	protein_coding	Mostly S
639	SLC25A5	ENSG00000005022	protein_coding	chrX	119468422	119471396	SLC25A5	ENSG00000005022	protein_coding	S
640	SLC25A53	ENSG00000269743	protein_coding	chrX	104099214	104157009	SLC25A53	ENSG00000269743	protein_coding	Mostly S
641	SLC25A6	ENSG00000169100	protein_coding	chrX	1386152	1392113	SLC25A6	ENSG00000169100	protein_coding	PAR
642	SLC35A2	ENSG00000102100	protein_coding	chrX	48903180	48911958	SLC35A2	ENSG00000102100	protein_coding	S
643	SLC38A5	ENSG00000017483	protein_coding	chrX	48458537	48470260	SLC38A5	ENSG00000017483	protein_coding	S
644	SLC6A14	ENSG00000268104	protein_coding	chrX	116436606	116461458	SLC6A14	ENSG00000268104	protein_coding	No call
645	SLC6A8	ENSG00000130821	protein_coding	chrX	153687926	153696588	SLC6A8	ENSG00000130821	protein_coding	No call
646	SLC7A3	ENSG00000165349	protein_coding	chrX	70925579	70931125	SLC7A3	ENSG00000165349	protein_coding	Mostly S
647	SLC9A6	ENSG00000198689	protein_coding	chrX	135973841	136047269	SLC9A6	ENSG00000198689	protein_coding	S
648	SLC9A7	ENSG00000065923	protein_coding	chrX	46599251	46759118	SLC9A7	ENSG00000065923	protein_coding	S
649	SLITRK2	ENSG00000185985	protein_coding	chrX	145817829	145829856	SLITRK2	ENSG00000185985	protein_coding	Mostly S
650	SLITRK4	ENSG00000179542	protein_coding	chrX	143622790	143636101	SLITRK4	ENSG00000179542	protein_coding	S
651	SMARCA1	ENSG00000102038	protein_coding	chrX	129446501	129523500	SMARCA1	ENSG00000102038	protein_coding	Mostly S
652	SMC1A	ENSG00000072501	protein_coding	chrX	53374149	53422728	SMC1A	ENSG00000072501	protein_coding	Mostly E
653	SMIM10	ENSG00000184785	protein_coding	chrX	134990991	134992473	SMIM10	ENSG00000184785	protein_coding	NA
654	SMIM10L2A	ENSG00000178947	protein_coding	chrX	135421944	135428075	SMIM10L2A	ENSG00000178947	protein_coding	NA
655	SMIM10L2B	ENSG00000196972	protein_coding	chrX	135094985	135098712	SMIM10L2B	ENSG00000196972	protein_coding	NA
656	SMIM9	ENSG00000203870	protein_coding	chrX	154823348	154834662	SMIM9	ENSG00000203870	protein_coding	NA
657	SMPX	ENSG00000091482	protein_coding	chrX	21705978	21758116	SMPX	ENSG00000091482	protein_coding	S
658	SMS	ENSG00000102172	protein_coding	chrX	21940709	21994837	SMS	ENSG00000102172	protein_coding	S
659	SNX12	ENSG00000147164	protein_coding	chrX	71056332	71073426	SNX12	ENSG00000147164	protein_coding	S
660	SOWAHD	ENSG00000187808	protein_coding	chrX	119758588	119760202	SOWAHD	ENSG00000187808	protein_coding	S
661	SOX3	ENSG00000134595	protein_coding	chrX	140502985	140505069	SOX3	ENSG00000134595	protein_coding	S
662	SPACA5	ENSG00000171489	protein_coding	chrX	48004336	48009729	SPACA5	ENSG00000171489	protein_coding	Mostly S
663	SPACA5B	ENSG00000171478	protein_coding	chrX	48130626	48132620	SPACA5B	ENSG00000171478	protein_coding	NA
664	SPANXA1	ENSG00000198021	protein_coding	chrX	141583674	141585011	SPANXA1	ENSG00000198021	protein_coding	No call
665	SPANXA2	ENSG00000203926	protein_coding	chrX	141589708	141590762	SPANXA2	ENSG00000203926	protein_coding	NA
666	SPANXB1	ENSG00000227234	protein_coding	chrX	141002594	141003706	SPANXB1	ENSG00000227234	protein_coding	No call
667	SPANXC	ENSG00000198573	protein_coding	chrX	141241463	141242517	SPANXC	ENSG00000198573	protein_coding	No call
668	SPANXD	ENSG00000196406	protein_coding	chrX	141697411	141698739	SPANXD	ENSG00000196406	protein_coding	NA
669	SPANXN1	ENSG00000203923	protein_coding	chrX	145247503	145256208	SPANXN1	ENSG00000203923	protein_coding	No call
670	SPANXN2	ENSG00000268988	protein_coding	chrX	143711955	143721423	SPANXN2	ENSG00000268988	protein_coding	No call
671	SPANXN3	ENSG00000189252	protein_coding	chrX	143508735	143517475	SPANXN3	ENSG00000189252	protein_coding	No call
672	SPANXN4	ENSG00000189326	protein_coding	chrX	143025918	143034702	SPANXN4	ENSG00000189326	protein_coding	No call
673	SPANXN5	ENSG00000204363	protein_coding	chrX	52796144	52797427	SPANXN5	ENSG00000204363	protein_coding	No call
674	SPIN2A	ENSG00000147059	protein_coding	chrX	57134530	57137625	SPIN2A	ENSG00000147059	protein_coding	S
675	SPIN2B	ENSG00000186787	protein_coding	chrX	57118551	57121548	SPIN2B	ENSG00000186787	protein_coding	Mostly S
676	SPIN3	ENSG00000204271	protein_coding	chrX	56818298	56995827	SPIN3	ENSG00000204271	protein_coding	Mostly S
677	SPIN4	ENSG00000186767	protein_coding	chrX	63347228	63351332	SPIN4	ENSG00000186767	protein_coding	Mostly S
678	SPRY3	ENSG00000168939	protein_coding	chrX	155612572	155782459	SPRY3	ENSG00000168939	protein_coding	S
679	SRPK3	ENSG00000184343	protein_coding	chrX	153776412	153785732	SRPK3	ENSG00000184343	protein_coding	S
680	SRPX	ENSG00000101955	protein_coding	chrX	38149336	38220924	SRPX	ENSG00000101955	protein_coding	S
681	SRPX2	ENSG00000102359	protein_coding	chrX	100644195	100675788	SRPX2	ENSG00000102359	protein_coding	VE
682	SSR4	ENSG00000180879	protein_coding	chrX	153793516	153798499	SSR4	ENSG00000180879	protein_coding	S
683	SSX1	ENSG00000126752	protein_coding	chrX	48255392	48267444	SSX1	ENSG00000126752	protein_coding	No call
684	SSX2	ENSG00000241476	protein_coding	chrX	52696896	52707189	SSX2	ENSG00000241476	protein_coding	No call
685	SSX2B	ENSG00000268447	protein_coding	chrX	52751132	52790305	SSX2B	ENSG00000268447	protein_coding	NA
686	SSX3	ENSG00000165584	protein_coding	chrX	48346427	48356707	SSX3	ENSG00000165584	protein_coding	No call
687	SSX4	ENSG00000268009	protein_coding	chrX	48383516	48393347	SSX4	ENSG00000268009	protein_coding	No call
688	SSX4B	ENSG00000269791	protein_coding	chrX	48402082	48411960	SSX4B	ENSG00000269791	protein_coding	No call
689	SSX5	ENSG00000165583	protein_coding	chrX	48186220	48196795	SSX5	ENSG00000165583	protein_coding	No call
690	SSX7	ENSG00000187754	protein_coding	chrX	52644061	52654900	SSX7	ENSG00000187754	protein_coding	No call
691	STAG2	ENSG00000101972	protein_coding	chrX	123960212	124422664	STAG2	ENSG00000101972	protein_coding	Mostly S
692	STARD8	ENSG00000130052	protein_coding	chrX	68647666	68725842	STARD8	ENSG00000130052	protein_coding	S
693	STEEP1	ENSG00000018610	protein_coding	chrX	119538149	119565409	CXorf56	ENSG00000018610	protein_coding	Mostly S
694	STK26	ENSG00000134602	protein_coding	chrX	132023302	132075943	STK26	ENSG00000134602	protein_coding	Mostly S
695	STS	ENSG00000101846	protein_coding	chrX	7147237	7804358	STS	ENSG00000101846	protein_coding	E
696	SUPT20HL1	ENSG00000223731	protein_coding	chrX	24362325	24365424	SUPT20HL1	ENSG00000223731	processed_pseudogene	No call
697	SUPT20HL2	ENSG00000223611	protein_coding	chrX	24310862	24314079	SUPT20HL2	ENSG00000223611	processed_pseudogene	No call
698	SUV39H1	ENSG00000101945	protein_coding	chrX	48695554	48709016	SUV39H1	ENSG00000101945	protein_coding	S
699	SYAP1	ENSG00000169895	protein_coding	chrX	16719612	16765340	SYAP1	ENSG00000169895	protein_coding	E
700	SYN1	ENSG00000008056	protein_coding	chrX	47571901	47619857	SYN1	ENSG00000008056	protein_coding	Mostly S
701	SYP	ENSG00000102003	protein_coding	chrX	49187815	49200199	SYP	ENSG00000102003	protein_coding	S
702	SYTL4	ENSG00000102362	protein_coding	chrX	100674491	100732123	SYTL4	ENSG00000102362	protein_coding	Mostly S
