gene	intercept	intercept_err	x_coeff	x_coeff_err	x_pval	x_adj_pval	adj.r.sq	reg_pval	reg_adj_pval	deltaEx	deltaEx_err	region	gene_name.104	gene_id.104	gene_type.104	chr	start	stop	gene_id.84	gene_type.84
SPIN3	164.4664215	10.82565456	5.921252569	7.200697547	0.416626668	0.637340105	0.005458402	0.439650749	0.458473717	0.036002805	0.043846263	NPX	SPIN3	ENSG00000204271	protein_coding	chrX	56818298	56995827	ENSG00000204271	protein_coding
SPIN4	504.7084237	46.88029554	-14.61555195	17.50678777	0.409629865	0.637340105	0.700642768	2.54E-08	3.21E-07	-0.028958407	0.03479107	NPX	SPIN4	ENSG00000186767	protein_coding	chrX	63347228	63351332	ENSG00000186767	protein_coding
TRO	291.7374354	34.97338915	19.49020849	23.71019969	0.416794262	0.637340105	-0.050314563	0.643405077	0.652979557	0.066807362	0.081666049	NPX	TRO	ENSG00000067445	protein_coding	chrX	54920462	54931431	ENSG00000067445	protein_coding
CLIC2	1651.40304	201.8262779	-110.3413644	136.0722472	0.42306174	0.638701148	-0.01981156	0.530235757	0.542974154	-0.066816738	0.082801619	NPX	CLIC2	ENSG00000155962	protein_coding	chrX	155276211	155334657	ENSG00000155962	protein_coding
MID1IP1	5089.47471	311.7361263	169.2327786	207.5905588	0.420618389	0.638701148	0.009549282	0.425550564	0.445131111	0.033251522	0.040839027	NPX	MID1IP1	ENSG00000165175	protein_coding	chrX	38801432	38806537	ENSG00000165175	protein_coding
ZNF182	960.1999591	36.51253829	14.24680034	17.57830719	0.4233034	0.638701148	0.468549702	0.000182404	0.00055044	0.014837327	0.018315616	NPX	ZNF182	ENSG00000147118	protein_coding	chrX	47974851	48003989	ENSG00000147118	protein_coding
ACOT9	2600.180314	131.4511179	-61.8133695	77.30546995	0.429494434	0.645187674	0.306338813	0.007786776	0.013547401	-0.023772724	0.029755092	NPX	ACOT9	ENSG00000123130	protein_coding	chrX	23701055	23766475	ENSG00000123130	protein_coding
TLR7	5929.373821	427.8791285	191.7312335	242.2265441	0.434118384	0.649273547	0.309863598	0.007275685	0.012723121	0.032335832	0.040918548	NPX	TLR7	ENSG00000196664	protein_coding	chrX	12867072	12890361	ENSG00000196664	protein_coding
DOCK11	4101.108051	223.1370034	-91.58195182	116.9807547	0.439116483	0.651825093	0.373572408	0.00193598	0.004126057	-0.022331026	0.028550048	NPX	DOCK11	ENSG00000147251	protein_coding	chrX	118495815	118686163	ENSG00000147251	protein_coding
MORF4L2	9958.407901	277.5342065	127.2974276	162.9486605	0.440083892	0.651825093	0.222606065	0.033598213	0.046573133	0.01278291	0.016366801	NPX	MORF4L2	ENSG00000123562	protein_coding	chrX	103675496	103688158	ENSG00000123562	protein_coding
PRPS1	4223.044219	167.666827	-63.77023701	82.09089828	0.442633495	0.651825093	0.469617471	0.000177083	0.000539154	-0.015100537	0.01944804	NPX	PRPS1	ENSG00000147224	protein_coding	chrX	107628428	107651993	ENSG00000147224	protein_coding
ZMYM3	3364.536425	144.2084104	-67.11779892	86.56029497	0.443470444	0.651825093	0.17014044	0.07313592	0.091487044	-0.019948602	0.025741462	NPX	ZMYM3	ENSG00000147130	protein_coding	chrX	71239624	71255146	ENSG00000147130	protein_coding
TAF9B	1544.968131	104.5876686	-34.30015185	45.82041111	0.45925906	0.672134505	0.558481426	1.13E-05	5.12E-05	-0.022201203	0.029695892	NPX	TAF9B	ENSG00000187325	protein_coding	chrX	78129748	78139650	ENSG00000187325	protein_coding
ARMCX3	4376.476816	218.2230634	103.0479656	139.4711303	0.46506959	0.677729616	0.096782521	0.183456819	0.208529251	0.023545873	0.031889978	NPX	ARMCX3	ENSG00000102401	protein_coding	chrX	101622797	101627843	ENSG00000102401	protein_coding
AP1S2	4761.753518	335.2166126	118.6939133	166.5218224	0.480843671	0.683198716	0.498627824	7.69E-05	0.000273211	0.024926513	0.035014691	NPX	AP1S2	ENSG00000182287	protein_coding	chrX	15825806	15854931	ENSG00000182287	protein_coding
ATG4A	1364.316605	66.06201121	-25.28988157	34.84103613	0.472888965	0.683198716	0.375676704	0.001847054	0.004011754	-0.018536666	0.025553123	NPX	ATG4A	ENSG00000101844	protein_coding	chrX	108091668	108154671	ENSG00000101844	protein_coding
EDA2R	734.672837	52.21016586	24.60869061	34.38407611	0.479063187	0.683198716	0.073943296	0.234846829	0.260855924	0.033496121	0.046862386	NPX	EDA2R	ENSG00000131080	protein_coding	chrX	66595637	66639298	ENSG00000131080	protein_coding
FOXO4	494.0135998	29.67674673	13.08232064	18.19821683	0.477127227	0.683198716	0.157962126	0.08634924	0.105917593	0.026481701	0.036871815	NPX	FOXO4	ENSG00000184481	protein_coding	chrX	71095851	71103532	ENSG00000184481	protein_coding
HAUS7	731.9777736	36.31202393	15.16319718	21.08760188	0.477018848	0.683198716	0.224088914	0.032818444	0.046053866	0.020715379	0.028827397	NPX	HAUS7	ENSG00000213397	protein_coding	chrX	153447668	153495516	ENSG00000213397	protein_coding
MCTS1	3441.816113	86.94187622	-37.74688561	52.90403638	0.480407347	0.683198716	0.234912019	0.027578841	0.040189679	-0.010967142	0.015373462	NPX	MCTS1	ENSG00000232119	protein_coding	chrX	120594010	120621159	ENSG00000232119	protein_coding
PPP1R3F	228.7266449	11.56655045	4.835090702	6.857761778	0.485579127	0.687064242	0.201463059	0.046536993	0.060801206	0.021139167	0.030001399	NPX	PPP1R3F	ENSG00000049769	protein_coding	chrX	49269793	49301461	ENSG00000049769	protein_coding
TCEAL4	2411.531101	103.3067217	-45.21739656	64.73760508	0.489632368	0.689936518	0.222944093	0.03341909	0.046513917	-0.018750493	0.026857036	NPX	TCEAL4	ENSG00000133142	protein_coding	chrX	103576231	103587729	ENSG00000133142	protein_coding
SNX12	2748.867698	100.231064	-47.27840086	69.42463349	0.500481546	0.70232184	-0.061675809	0.685073633	0.691154168	-0.017199227	0.025263505	NPX	SNX12	ENSG00000147164	protein_coding	chrX	71056332	71073426	ENSG00000147164	protein_coding
CETN2	1354.293682	63.83232622	19.12028187	28.74554362	0.510437614	0.705624457	0.538983371	2.18E-05	9.39E-05	0.014118269	0.021235916	NPX	CETN2	ENSG00000147400	protein_coding	chrX	152826994	152830757	ENSG00000147400	protein_coding
CHST7	1171.961508	82.18945439	-26.35027142	39.39466126	0.508088975	0.705624457	0.476824852	0.000144721	0.000448635	-0.022483905	0.033651258	NPX	CHST7	ENSG00000147119	protein_coding	chrX	46573765	46598496	ENSG00000147119	protein_coding
KIF4A	3026.685621	153.7151743	-45.81591835	68.99063928	0.511112143	0.705624457	0.541535235	2.00E-05	8.83E-05	-0.015137323	0.022807082	NPX	KIF4A	ENSG00000090889	protein_coding	chrX	70290104	70420886	ENSG00000090889	protein_coding
MAGED2	3838.731245	190.0678186	87.42848388	129.8235784	0.505219379	0.705624457	-0.065491391	0.698864529	0.700920013	0.022775359	0.033838193	NPX	MAGED2	ENSG00000102316	protein_coding	chrX	54807599	54816015	ENSG00000102316	protein_coding
FAM50A	2839.410018	137.3060852	-52.74355419	80.29539019	0.515687076	0.70906973	0.280328604	0.012642394	0.020431546	-0.018575533	0.028293162	NPX	FAM50A	ENSG00000071859	protein_coding	chrX	154444141	154450654	ENSG00000071859	protein_coding
BEX5	54.49403704	9.810391421	-4.237493001	6.51357792	0.519701001	0.711719041	0.037921517	0.333679083	0.355576773	-0.077760673	0.120345251	NPX	BEX5	ENSG00000184515	protein_coding	chrX	102153708	102155977	ENSG00000184515	protein_coding
ACSL4	12463.80642	771.4558033	-273.7068453	427.213764	0.52602623	0.713346675	0.293928945	0.009847392	0.016380296	-0.021960133	0.034303288	NPX	ACSL4	ENSG00000068366	protein_coding	chrX	109624244	109733403	ENSG00000068366	protein_coding
KANTR	83.78793358	3.633058492	-1.487087113	2.327553259	0.527165285	0.713346675	0.066206382	0.254255365	0.279680901	-0.017748225	0.027789756	NPX	KANTR	ENSG00000232593	protein_coding	chrX	53094145	53170914	ENSG00000232593	lincRNA
XIAP	2450.153747	147.133803	50.16453302	78.27451806	0.525897461	0.713346675	0.400309262	0.001047449	0.00241338	0.020474035	0.031970428	NPX	XIAP	ENSG00000101966	protein_coding	chrX	123859724	123913976	ENSG00000101966	protein_coding
RPS6KA3	5058.531139	253.6485927	-65.26861631	104.0246419	0.534566044	0.71816307	0.626003059	8.63E-07	5.66E-06	-0.012902682	0.020574374	NPX	RPS6KA3	ENSG00000177189	protein_coding	chrX	20149911	20267519	ENSG00000177189	protein_coding
TBC1D25	1650.320055	90.69660793	-28.71217495	46.04158872	0.537042765	0.71816307	0.406702751	0.000899354	0.002100547	-0.017397943	0.027914961	NPX	TBC1D25	ENSG00000068354	protein_coding	chrX	48539714	48562609	ENSG00000068354	protein_coding
ZNF449	190.3739736	10.3942056	4.169692534	6.654470053	0.535106183	0.71816307	0.119942087	0.140118179	0.164759652	0.02190264	0.034975176	NPX	ZNF449	ENSG00000173275	protein_coding	chrX	135344796	135363413	ENSG00000173275	protein_coding
GDI1	5722.681988	240.8048534	-70.9668941	115.7756512	0.543975553	0.724592436	0.479970912	0.000132373	0.000425901	-0.012400985	0.020237741	NPX	GDI1	ENSG00000203879	protein_coding	chrX	154436913	154443467	ENSG00000203879	protein_coding
USP27X	138.7650265	9.663480935	-3.463153717	5.733326476	0.549827112	0.729537141	0.20938536	0.041270568	0.054547533	-0.024956964	0.041353335	NPX	USP27X	ENSG00000273820	protein_coding	chrX	49879484	49882558	ENSG00000273820	protein_coding
KRBOX4	818.3435213	24.45874556	-8.882430832	15.16815212	0.562013233	0.74281594	0.177871388	0.065633753	0.082892999	-0.010854159	0.018538028	NPX	KRBOX4	ENSG00000147121	protein_coding	chrX	46447292	46497422	ENSG00000147121	protein_coding
UBQLN2	2811.392502	95.10691828	37.10097281	63.88196567	0.565222988	0.744173896	-0.01428971	0.510024487	0.525433081	0.013196654	0.022726921	NPX	UBQLN2	ENSG00000188021	protein_coding	chrX	56563627	56567868	ENSG00000188021	protein_coding
G6PD	2491.700611	129.7368176	-43.78367152	75.92973401	0.567985001	0.744934174	0.257378148	0.018943754	0.02911037	-0.017571803	0.030486788	NPX	G6PD	ENSG00000160211	protein_coding	chrX	154531391	154547572	ENSG00000160211	protein_coding
ARHGEF6	3187.345832	210.0966612	67.51634309	118.5869247	0.572867557	0.748459146	0.316029375	0.006452602	0.011580723	0.021182622	0.037231731	NPX	ARHGEF6	ENSG00000129675	protein_coding	chrX	136665547	136780932	ENSG00000129675	protein_coding
ZBTB33	3802.040891	201.6284659	-49.48244205	87.8317469	0.576874737	0.750817883	0.564021239	9.28E-06	4.40E-05	-0.013014705	0.023111519	NPX	ZBTB33	ENSG00000177485	protein_coding	chrX	120250752	120258398	ENSG00000177485	protein_coding
BTK	10855.26616	351.1049734	-99.6855267	184.48017	0.592471823	0.7681859	0.388924007	0.001366748	0.003066192	-0.009183149	0.016997128	NPX	BTK	ENSG00000010671	protein_coding	chrX	101349447	101390796	ENSG00000010671	protein_coding
ZNF674	226.5112132	12.31004834	-4.10785603	7.726725627	0.598430329	0.772972508	0.113920854	0.150565317	0.175231307	-0.018135332	0.034126125	NPX	ZNF674	ENSG00000251192	protein_coding	chrX	46497725	46545457	ENSG00000251192	protein_coding
TMLHE	1333.709905	43.79878888	-13.59976812	25.84751937	0.602196957	0.7749025	0.206695704	0.042999425	0.056613142	-0.010196946	0.019383059	NPX	TMLHE	ENSG00000185973	protein_coding	chrX	155489011	155719098	ENSG00000185973	protein_coding
ARHGEF9	1482.689125	70.99237328	-23.0673518	45.12314827	0.612508791	0.779348871	0.070779364	0.242661235	0.268660654	-0.01555778	0.030442432	NPX	ARHGEF9	ENSG00000131089	protein_coding	chrX	63634967	63809274	ENSG00000131089	protein_coding
BRCC3	3456.812213	199.5832366	-49.07079539	95.7835347	0.611746701	0.779348871	0.47732714	0.000142681	0.00044637	-0.014195389	0.02772075	NPX	BRCC3	ENSG00000185515	protein_coding	chrX	155071420	155123077	ENSG00000185515	protein_coding
MOSPD2	1437.09833	55.57631923	-16.58651222	32.08826724	0.608570446	0.779348871	0.25328226	0.020316336	0.030790536	-0.011541668	0.022332973	NPX	MOSPD2	ENSG00000130150	protein_coding	chrX	14873421	14922327	ENSG00000130150	protein_coding
POLA1	4023.209366	331.0080433	-78.70926132	160.0119129	0.625953709	0.792544426	0.464580047	0.000203495	0.000593092	-0.019563799	0.039804764	NPX	POLA1	ENSG00000101868	protein_coding	chrX	24693873	24996986	ENSG00000101868	protein_coding
RRAGB	593.3711249	31.79112634	-9.654487838	19.71722118	0.627527845	0.792544426	0.156312981	0.088276761	0.107508484	-0.016270572	0.033240588	NPX	RRAGB	ENSG00000083750	protein_coding	chrX	55717749	55758774	ENSG00000083750	protein_coding
BRWD3	2903.422364	135.5108551	-35.13830966	75.7475302	0.645684962	0.801027192	0.280378295	0.012631035	0.020431546	-0.012102376	0.026095164	NPX	BRWD3	ENSG00000165288	protein_coding	chrX	80669503	80809877	ENSG00000165288	protein_coding
DKC1	8733.658521	363.0930181	96.68701912	212.3525958	0.651778074	0.801027192	0.214994206	0.037852557	0.051018664	0.011070621	0.024318633	NPX	DKC1	ENSG00000130826	protein_coding	chrX	154762742	154777689	ENSG00000130826	protein_coding
MTM1	651.7525948	44.54219517	-11.61131481	24.64438933	0.640539593	0.801027192	0.295201383	0.009616062	0.016073908	-0.017815525	0.037832089	NPX	MTM1	ENSG00000171100	protein_coding	chrX	150568621	150673143	ENSG00000171100	protein_coding
MTMR8	149.4616665	5.95305807	-1.677930689	3.732387397	0.655880988	0.801027192	0.103412447	0.170168845	0.195379045	-0.011226495	0.024976208	NPX	MTMR8	ENSG00000102043	protein_coding	chrX	64268081	64395452	ENSG00000102043	protein_coding
NDUFA1	3304.308777	157.044858	33.40638773	72.35353032	0.647229541	0.801027192	0.5197807	4.03E-05	0.000159826	0.010109947	0.021901993	NPX	NDUFA1	ENSG00000125356	protein_coding	chrX	119871832	119876662	ENSG00000125356	protein_coding
PQBP1	2822.512578	158.5222586	-31.50800194	68.08922314	0.646494714	0.801027192	0.608052446	1.79E-06	1.02E-05	-0.011163104	0.024131767	NPX	PQBP1	ENSG00000102103	protein_coding	chrX	48890197	48903143	ENSG00000102103	protein_coding
PRPS2	4974.206795	228.9432197	-51.47084283	113.9643746	0.654396466	0.801027192	0.44061864	0.000385663	0.00104374	-0.010347548	0.022916014	NPX	PRPS2	ENSG00000101911	protein_coding	chrX	12791355	12824222	ENSG00000101911	protein_coding
RBBP7	10320.98426	368.5240625	-95.12815519	207.3371008	0.649290883	0.801027192	0.275233196	0.013855616	0.021975651	-0.009216965	0.020091584	NPX	RBBP7	ENSG00000102054	protein_coding	chrX	16839283	16870362	ENSG00000102054	protein_coding
RPL36A-HNRNPH2	30.69140621	2.844567435	0.752742452	1.657481259	0.652608034	0.801027192	0.224902425	0.032397213	0.04584004	0.024526164	0.054052554	NPX	RPL36A-HNRNPH2	ENSG00000257529	protein_coding	chrX	101391011	101412297	ENSG00000257529	protein_coding
TMSB4X	255374.5357	13472.86167	3223.394132	7211.743044	0.657734938	0.801027192	0.366524617	0.002262566	0.004733344	0.012622222	0.028247718	NPX	TMSB4X	ENSG00000205542	protein_coding	chrX	12975110	12977227	ENSG00000205542	protein_coding
CTPS2	2239.715534	104.8532879	-31.80570496	71.762594	0.660423218	0.801438852	-0.060709671	0.681562723	0.689652488	-0.014200779	0.032047838	NPX	CTPS2	ENSG00000047230	protein_coding	chrX	16587999	16712936	ENSG00000047230	protein_coding
UBE2A	4908.276016	184.2687136	31.31087383	71.26524565	0.663182862	0.801933886	0.658798322	2.04E-07	1.65E-06	0.0063792	0.01452138	NPX	UBE2A	ENSG00000077721	protein_coding	chrX	119574536	119591083	ENSG00000077721	protein_coding
CENPI	1155.378001	91.68839671	-19.72180934	45.61531902	0.668216564	0.80351038	0.430761832	0.000496626	0.001269657	-0.017069573	0.039504093	NPX	CENPI	ENSG00000102384	protein_coding	chrX	101098188	101166126	ENSG00000102384	protein_coding
CSTF2	2087.913288	92.56692394	-23.16038989	54.14911237	0.671555596	0.80351038	0.248578376	0.02199778	0.03275652	-0.011092601	0.025939222	NPX	CSTF2	ENSG00000101811	protein_coding	chrX	100820359	100841520	ENSG00000101811	protein_coding
RBM41	1074.939085	42.46532017	7.564248112	17.62607809	0.670520567	0.80351038	0.603272663	2.17E-06	1.19E-05	0.007036909	0.016399637	NPX	RBM41	ENSG00000089682	protein_coding	chrX	107064420	107118823	ENSG00000089682	protein_coding
OTUD5	4227.605035	148.0235682	33.17508051	81.5272198	0.68661696	0.818658683	0.301108801	0.008603536	0.014669029	0.007847252	0.01928645	NPX	OTUD5	ENSG00000068308	protein_coding	chrX	48922024	48958386	ENSG00000068308	protein_coding
CASK	1393.088232	169.651497	38.87406334	99.33199914	0.697976895	0.825214606	0.211081455	0.040210655	0.053572763	0.027904954	0.071384386	NPX	CASK	ENSG00000147044	protein_coding	chrX	41514934	41923554	ENSG00000147044	protein_coding
PRAF2	408.7733983	30.31704756	-4.879069093	12.72695509	0.703835848	0.825214606	0.594816363	3.00E-06	1.58E-05	-0.011935877	0.031147082	NPX	PRAF2	ENSG00000243279	protein_coding	chrX	49071161	49074002	ENSG00000243279	protein_coding
RPGR	661.2218011	29.56723707	5.595728099	14.15384762	0.695054075	0.825214606	0.47923836	0.000135159	0.00043074	0.00846271	0.021408942	NPX	RPGR	ENSG00000156313	protein_coding	chrX	38269163	38327544	ENSG00000156313	protein_coding
SLC38A5	2438.924884	137.4118073	-30.5063059	79.6824956	0.704215397	0.825214606	0.225474842	0.032103578	0.045613834	-0.012508096	0.032678756	NPX	SLC38A5	ENSG00000017483	protein_coding	chrX	48458537	48470260	ENSG00000017483	protein_coding
ZNF280C	456.9246385	27.57531008	5.851253509	15.16704851	0.70205768	0.825214606	0.316358683	0.006411061	0.011567046	0.01280573	0.033202759	NPX	ZNF280C	ENSG00000056277	protein_coding	chrX	130202707	130268899	ENSG00000056277	protein_coding
FANCB	388.2823552	28.92145107	-5.0918393	13.65739768	0.711591833	0.828166604	0.486309418	0.000110377	0.00037266	-0.013113754	0.035187442	NPX	FANCB	ENSG00000181544	protein_coding	chrX	14835961	14873069	ENSG00000181544	protein_coding
MECP2	3410.513839	235.4638119	47.74185903	127.7197277	0.710872724	0.828166604	0.326241777	0.005269598	0.009873258	0.013998436	0.037461291	NPX	MECP2	ENSG00000169057	protein_coding	chrX	154021573	154137103	ENSG00000169057	protein_coding
TSPYL2	2210.752972	99.62762703	-19.58665185	56.08619834	0.729074769	0.845627538	0.29885877	0.008977538	0.015155151	-0.00885972	0.025372868	NPX	TSPYL2	ENSG00000184205	protein_coding	chrX	53082367	53088540	ENSG00000184205	protein_coding
AMER1	1084.337167	56.79096461	-11.2292966	33.75066398	0.741393492	0.853194109	0.186938739	0.057648503	0.073625991	-0.010355909	0.031130343	NPX	AMER1	ENSG00000184675	protein_coding	chrX	64185117	64205708	ENSG00000184675	protein_coding
FAM156A	719.1118961	41.04514008	5.741838835	17.06086129	0.738524374	0.853194109	0.603448162	2.15E-06	1.19E-05	0.007984625	0.023729282	NPX	FAM156A	ENSG00000268350	protein_coding	chrX	52926402	52995472	ENSG00000268350	protein_coding
FTSJ1	2668.012361	96.03208339	17.75205161	54.57525183	0.746965017	0.853194109	0.257752585	0.018822374	0.02911037	0.006653662	0.020456799	NPX	FTSJ1	ENSG00000068438	protein_coding	chrX	48476021	48486364	ENSG00000068438	protein_coding
HSD17B10	3324.339971	208.7394919	42.4142313	131.0082274	0.748108617	0.853194109	0.101079861	0.174761765	0.199877266	0.012758692	0.039416936	NPX	HSD17B10	ENSG00000072506	protein_coding	chrX	53431258	53434370	ENSG00000072506	protein_coding
RNF113A	1781.595724	63.11386128	9.654204998	29.70325066	0.747156121	0.853194109	0.496058554	8.30E-05	0.000291812	0.005418853	0.016673378	NPX	RNF113A	ENSG00000125352	protein_coding	chrX	119870475	119871733	ENSG00000125352	protein_coding
ATRX	7132.350693	443.7399004	57.03542376	184.9789528	0.759708934	0.857817042	0.600308676	2.43E-06	1.32E-05	0.007996722	0.025939973	NPX	ATRX	ENSG00000085224	protein_coding	chrX	77504880	77786233	ENSG00000085224	protein_coding
HTATSF1	4945.187851	262.7411546	-39.15002617	124.7012235	0.75547679	0.857817042	0.520201554	3.98E-05	0.000159585	-0.007916793	0.025220189	NPX	HTATSF1	ENSG00000102241	protein_coding	chrX	136497079	136512346	ENSG00000102241	protein_coding
RAB39B	1177.882237	57.52709383	11.35819182	36.57382275	0.758034628	0.857817042	0.105710506	0.165730418	0.190925921	0.009642893	0.031054063	NPX	RAB39B	ENSG00000155961	protein_coding	chrX	155258235	155264491	ENSG00000155961	protein_coding
ARHGAP4	2924.965777	163.8828528	-22.68829335	76.47886142	0.768530105	0.858301228	0.500567259	7.26E-05	0.000260567	-0.007756772	0.026150537	NPX	ARHGAP4	ENSG00000089820	protein_coding	chrX	153907367	153934999	ENSG00000089820	protein_coding
CHIC1	918.4819295	76.24495764	-8.473107234	29.23184517	0.773684703	0.858301228	0.687424684	5.07E-08	5.57E-07	-0.009225121	0.031835472	NPX	CHIC1	ENSG00000204116	protein_coding	chrX	73563200	73687102	ENSG00000204116	protein_coding
FAM3A	1257.180122	78.26779762	10.59972658	36.42787069	0.77283549	0.858301228	0.500944672	7.18E-05	0.000260382	0.008431351	0.02898061	NPX	FAM3A	ENSG00000071889	protein_coding	chrX	154506159	154516242	ENSG00000071889	protein_coding
IDH3G	3357.51574	124.6487286	-15.34196215	53.30599479	0.775239819	0.858301228	0.614127257	1.41E-06	8.56E-06	-0.004569439	0.015877524	NPX	IDH3G	ENSG00000067829	protein_coding	chrX	153785766	153794523	ENSG00000067829	protein_coding
PORCN	505.4843041	17.81301913	-3.331238466	11.43514579	0.772579726	0.858301228	0.065120044	0.25706156	0.281858495	-0.006590192	0.02262335	NPX	PORCN	ENSG00000102312	protein_coding	chrX	48508959	48520814	ENSG00000102312	protein_coding
ZC4H2	510.5999031	25.55155816	4.126499945	13.79315043	0.766631309	0.858301228	0.355560007	0.00286967	0.005809492	0.00808167	0.027016645	NPX	ZC4H2	ENSG00000126970	protein_coding	chrX	64915802	65034713	ENSG00000126970	protein_coding
SLC6A8	343.9104748	61.66231852	10.69537417	41.27578591	0.797105247	0.879653363	-0.027465892	0.558501415	0.568504426	0.031099298	0.120148445	NPX	SLC6A8	ENSG00000130821	protein_coding	chrX	153687926	153696588	ENSG00000130821	protein_coding
MSN	57403.57317	2270.371747	341.9805372	1369.936518	0.804373722	0.880546997	0.16650324	0.076898421	0.095008557	0.005957478	0.023866167	NPX	MSN	ENSG00000147065	protein_coding	chrX	65588377	65741931	ENSG00000147065	protein_coding
TAF1	3802.436672	124.6752579	20.37566013	82.17530734	0.805661769	0.880546997	0.001478897	0.453541638	0.471517373	0.00535858	0.021611937	NPX	TAF1	ENSG00000147133	protein_coding	chrX	71366222	71532374	ENSG00000147133	protein_coding
TSC22D3	4845.562348	723.8024788	-97.4650045	385.5641226	0.80195611	0.880546997	0.346271865	0.003494024	0.006887064	-0.020114281	0.079627268	NPX	TSC22D3	ENSG00000157514	protein_coding	chrX	107713221	107777342	ENSG00000157514	protein_coding
MBTPS2	1684.711446	88.2605964	-8.940340655	36.77612919	0.809387306	0.88179256	0.617243688	1.24E-06	7.68E-06	-0.005306749	0.021831105	NPX	MBTPS2	ENSG00000012174	protein_coding	chrX	21839617	21885423	ENSG00000012174	protein_coding
SLC25A14	354.7933087	14.78409947	2.089246264	8.814541636	0.814061547	0.88406047	0.184080826	0.060074051	0.076437505	0.005888629	0.024845371	NPX	SLC25A14	ENSG00000102078	protein_coding	chrX	130339888	130373361	ENSG00000102078	protein_coding
SLC10A3	855.9597185	63.20518001	-8.050166895	34.51108152	0.816955687	0.88438695	0.313619014	0.006763994	0.012013135	-0.009404843	0.040324562	NPX	SLC10A3	ENSG00000126903	protein_coding	chrX	154487306	154490690	ENSG00000126903	protein_coding
ARAF	4053.549343	153.9534886	-16.09047982	73.99857308	0.829162703	0.892474061	0.4932069	9.03E-05	0.00031416	-0.003969479	0.018255877	NPX	ARAF	ENSG00000078061	protein_coding	chrX	47561205	47571908	ENSG00000078061	protein_coding
PSMD10	3381.576288	104.6017122	-11.24729711	51.87891446	0.829660637	0.892474061	0.443768365	0.000355293	0.000984999	-0.003326052	0.015341982	NPX	PSMD10	ENSG00000101843	protein_coding	chrX	108084207	108091549	ENSG00000101843	protein_coding
TMSB15B	290.9131639	21.72204546	2.696963006	13.47535859	0.842563132	0.903503233	0.118306642	0.142900188	0.167453485	0.009270681	0.046326069	NPX	TMSB15B	ENSG00000158427	protein_coding	chrX	103918896	103966712	ENSG00000158427	protein_coding
SLC9A7	10069.91501	489.6248549	-54.76285369	308.597617	0.860202322	0.91952662	0.087740215	0.202753063	0.22818084	-0.005438264	0.030646644	NPX	SLC9A7	ENSG00000065923	protein_coding	chrX	46599251	46759118	ENSG00000065923	protein_coding
SH3KBP1	28306.85291	1044.548853	-102.4506233	595.544433	0.864434997	0.921163544	0.315355607	0.006538341	0.011673163	-0.003619287	0.021039302	NPX	SH3KBP1	ENSG00000147010	protein_coding	chrX	19533977	19887600	ENSG00000147010	protein_coding
HNRNPH2	5723.563345	265.5880601	17.18418691	114.7044405	0.881797539	0.936738196	0.570706207	7.32E-06	3.52E-05	0.003002358	0.020041223	NPX	HNRNPH2	ENSG00000126945	protein_coding	chrX	101408222	101414133	ENSG00000126945	protein_coding
UBL4A	2375.262839	95.17020924	-7.71973807	55.30847531	0.889818506	0.942323325	0.222014444	0.033913676	0.046820096	-0.003250056	0.023285566	NPX	UBL4A	ENSG00000102178	protein_coding	chrX	154483717	154486615	ENSG00000102178	protein_coding
ZNF41	1052.482095	47.65379926	-2.807561292	21.52284309	0.896982604	0.946969251	0.530407353	2.88E-05	0.000119587	-0.002667562	0.020449962	NPX	ZNF41	ENSG00000147124	protein_coding	chrX	47445178	47483222	ENSG00000147124	protein_coding
DMD	3195.591322	532.6179131	-37.76828902	330.8882482	0.909796506	0.954586488	0.112514767	0.153086469	0.177559476	-0.011818873	0.103563969	NPX	DMD	ENSG00000198947	protein_coding	chrX	31097677	33339609	ENSG00000198947	protein_coding
RPL39	38510.30338	2628.696036	-119.4122698	1025.770343	0.908010705	0.954586488	0.652442073	2.73E-07	2.11E-06	-0.003100788	0.026637098	NPX	RPL39	ENSG00000198918	protein_coding	chrX	119786504	119791630	ENSG00000198918	protein_coding
SUV39H1	1474.37265	59.84113268	3.858292733	35.93519157	0.915128047	0.957235165	0.187942575	0.056815928	0.072835456	0.002616905	0.02437344	NPX	SUV39H1	ENSG00000101945	protein_coding	chrX	48695554	48709016	ENSG00000101945	protein_coding
APOO	965.5741207	33.77912023	-1.711005883	18.53494313	0.92699159	0.959549777	0.354986525	0.002905107	0.005827302	-0.001772009	0.019195875	NPX	APOO	ENSG00000184831	protein_coding	chrX	23833353	23907938	ENSG00000184831	protein_coding
EMD	3495.955833	113.1976043	4.839070946	60.31856484	0.936528488	0.959549777	0.354585838	0.002930098	0.005843061	0.001384191	0.01725387	NPX	EMD	ENSG00000102119	protein_coding	chrX	154379273	154381574	ENSG00000102119	protein_coding
ERCC6L	1211.521383	87.26159342	4.227532169	46.71537626	0.928424493	0.959549777	0.341153592	0.003887645	0.007532312	0.003489441	0.038560086	NPX	ERCC6L	ENSG00000186871	protein_coding	chrX	72204657	72239027	ENSG00000186871	protein_coding
KLHL15	1304.250621	85.86733077	-3.878754371	47.23968893	0.935042342	0.959549777	0.320064829	0.005959616	0.010925963	-0.002973933	0.036220323	NPX	KLHL15	ENSG00000174010	protein_coding	chrX	23983720	24027186	ENSG00000174010	protein_coding
