gene	intercept	intercept_err	x_coeff	x_coeff_err	x_pval	x_adj_pval	adj.r.sq	reg_pval	reg_adj_pval	deltaEx	deltaEx_err	region	gene_name.104	gene_id.104	gene_type.104	chr	start	stop	gene_id.84	gene_type.84
SLC25A53	342.1952379	28.53818944	22.48704526	32.83852793	0.497752608	0.770807165	0.134523795	0.102461481	0.152573647	0.06571408	0.096120665	NPX	SLC25A53	ENSG00000269743	protein_coding	chrX	104099214	104157009	ENSG00000269743	protein_coding
SLC38A5	2925.308815	181.5449449	-125.7264548	184.3795207	0.499555376	0.770807165	0.26611234	0.011684425	0.027478543	-0.042978866	0.063085491	NPX	SLC38A5	ENSG00000017483	protein_coding	chrX	48458537	48470260	ENSG00000017483	protein_coding
FAAH2	184.9436624	20.69296145	16.33890094	24.32938414	0.506028708	0.777278331	0.130398479	0.108441408	0.158027863	0.088345287	0.131921096	NPX	FAAH2	ENSG00000165591	protein_coding	chrX	57286706	57489193	ENSG00000165591	protein_coding
TAF9B	1674.733461	78.05518212	-51.67067173	78.50458362	0.514492926	0.78673582	0.270587101	0.010714796	0.026476415	-0.030853072	0.046897918	NPX	TAF9B	ENSG00000187325	protein_coding	chrX	78129748	78139650	ENSG00000187325	protein_coding
SLC25A5	21460.40169	793.6152893	-587.6664927	934.076851	0.533121901	0.795976609	-0.021894896	0.542850633	0.593307903	-0.02738376	0.043537378	NPX	SLC25A5	ENSG00000005022	protein_coding	chrX	119468422	119471396	ENSG00000005022	protein_coding
ZNF275	2892.681523	132.4778526	-95.89664046	150.3667573	0.527562729	0.795976609	0.047154563	0.294504694	0.356120924	-0.033151469	0.052003955	NPX	ZNF275	ENSG00000063587	protein_coding	chrX	153334147	153360110	ENSG00000063587	protein_coding
CLIC2	1996.800565	256.8819875	175.6807518	273.4774164	0.524576983	0.795976609	0.172589357	0.058795686	0.096856662	0.087981121	0.137424698	NPX	CLIC2	ENSG00000155962	protein_coding	chrX	155276211	155334657	ENSG00000155962	protein_coding
F8A1	2183.951149	217.3105428	-141.8081257	225.1017164	0.532583333	0.795976609	0.214840252	0.029642239	0.05448501	-0.064931913	0.103273159	NPX	F8A1	ENSG00000288722	protein_coding	chrX	154886355	154888061	ENSG00000277203	protein_coding
IDS	14195.47189	647.8272212	410.4869178	648.4036708	0.530579613	0.795976609	0.26960672	0.010920933	0.026791642	0.02891675	0.045695855	NPX	IDS	ENSG00000010404	protein_coding	chrX	149476988	149521096	ENSG00000010404	protein_coding
SLC9A6	1287.632952	61.7193967	-33.50599821	53.44281939	0.534541476	0.795976609	0.470630858	7.91E-05	0.000518901	-0.026021389	0.041523437	NPX	SLC9A6	ENSG00000198689	protein_coding	chrX	135973841	136047269	ENSG00000198689	protein_coding
GPKOW	1522.684293	46.6525424	-33.9447124	54.62308677	0.538123489	0.797826564	-0.014772015	0.514544387	0.565998826	-0.022292679	0.035879392	NPX	GPKOW	ENSG00000068394	protein_coding	chrX	49113407	49123735	ENSG00000068394	protein_coding
USP27X	114.3751752	9.662624996	-6.722391981	10.96993719	0.543756185	0.802687701	0.063961767	0.246194775	0.308648597	-0.058774922	0.096040317	NPX	USP27X	ENSG00000273820	protein_coding	chrX	49879484	49882558	ENSG00000273820	protein_coding
HMGB3	2276.403266	140.3146797	-80.02573253	131.8226082	0.547511126	0.804746956	0.408028881	0.000468294	0.002187512	-0.035154462	0.057948812	NPX	HMGB3	ENSG00000029993	protein_coding	chrX	150980509	150990771	ENSG00000029993	protein_coding
TIMM8A	748.6851343	25.51626877	17.51478934	29.13029745	0.551335135	0.806889619	0.040832351	0.314091122	0.371892613	0.023394066	0.038916778	NPX	TIMM8A	ENSG00000126953	protein_coding	chrX	101345661	101348742	ENSG00000126953	protein_coding
WASH6P	729.5771497	54.97092778	-36.5813608	62.13205398	0.559594489	0.812007322	0.067925228	0.235612574	0.298676163	-0.050140497	0.085245488	PAR2	WASH6P	ENSG00000182484	protein_coding	chrX	156020826	156025710	ENSG00000182484	transcribed_unprocessed_pseudogene
WDR44	1480.193622	62.20876603	-32.02607149	54.06789297	0.557231954	0.812007322	0.458577868	0.000113701	0.000718003	-0.021636407	0.036538898	NPX	WDR44	ENSG00000131725	protein_coding	chrX	118346073	118449961	ENSG00000131725	protein_coding
ZNF41	1011.069843	38.12876565	21.70153673	37.34680486	0.564708711	0.81595623	0.398188542	0.000605672	0.002682263	0.021463934	0.036946776	NPX	ZNF41	ENSG00000147124	protein_coding	chrX	47445178	47483222	ENSG00000147124	protein_coding
C1GALT1C1	1218.017846	69.78998874	45.13335695	78.93558034	0.570932291	0.818016433	0.060825028	0.254789986	0.314794874	0.037054758	0.064841357	NPX	C1GALT1C1	ENSG00000171155	protein_coding	chrX	120625674	120630054	ENSG00000171155	protein_coding
FAM156B	324.0863014	26.31822396	-15.80642322	27.52804703	0.56931153	0.818016433	0.213966872	0.030087129	0.054864764	-0.048772266	0.085032774	NPX	FAM156B	ENSG00000179304	protein_coding	chrX	52891306	52908560	ENSG00000179304	protein_coding
IL13RA1	416.5285783	70.71145332	-46.45279677	81.99135845	0.574435958	0.818060842	0.005901121	0.434954002	0.492755198	-0.111523673	0.197752882	NPX	IL13RA1	ENSG00000131724	protein_coding	chrX	118727133	118794535	ENSG00000131724	protein_coding
KANTR	91.68444362	5.425685119	-3.43430256	6.130809133	0.578738837	0.818060842	0.083680898	0.196614684	0.255899264	-0.037457855	0.066905317	NPX	KANTR	ENSG00000232593	protein_coding	chrX	53094145	53170914	ENSG00000232593	lincRNA
EDA2R	895.5257603	66.53066577	39.87100609	71.38593161	0.579848879	0.818060842	0.169718372	0.061435047	0.100387191	0.044522456	0.079782585	NPX	EDA2R	ENSG00000131080	protein_coding	chrX	66595637	66639298	ENSG00000131080	protein_coding
RPL39	34079.48711	1816.692673	-1020.333019	1830.27138	0.580559307	0.818060842	0.250085665	0.015820939	0.03503208	-0.0299398	0.053729664	NPX	RPL39	ENSG00000198918	protein_coding	chrX	119786504	119791630	ENSG00000198918	protein_coding
FLNA	29513.91835	2383.128915	-1395.772028	2542.463236	0.586314356	0.822770352	0.186435062	0.047353196	0.080737199	-0.047291993	0.086229146	NPX	FLNA	ENSG00000196924	protein_coding	chrX	154348524	154374634	ENSG00000196924	protein_coding
SPIN2B	154.7105409	8.90375158	5.250730606	9.662394459	0.590100531	0.824689677	0.132978235	0.10467054	0.154513654	0.033939062	0.062485197	NPX	SPIN2B	ENSG00000186787	protein_coding	chrX	57118551	57121548	ENSG00000186787	protein_coding
PIM2	24271.22826	2050.761564	-1327.021509	2510.495846	0.600246954	0.826916458	-0.060032735	0.695551202	0.734312569	-0.054674675	0.103538167	NPX	PIM2	ENSG00000102096	protein_coding	chrX	48913182	48919024	ENSG00000102096	protein_coding
GSPT2	1164.649535	41.06175724	23.75260499	44.56793631	0.597253054	0.826916458	0.175420196	0.056286008	0.09317247	0.020394637	0.038274006	NPX	GSPT2	ENSG00000189369	protein_coding	chrX	51743442	51746232	ENSG00000189369	protein_coding
ATP6AP2	6814.225879	271.7939892	-130.4915465	247.6493033	0.601393787	0.826916458	0.385065686	0.000846167	0.003355151	-0.019149871	0.03635101	NPX	ATP6AP2	ENSG00000182220	protein_coding	chrX	40579372	40606848	ENSG00000182220	protein_coding
SPIN4	561.5459673	33.37859752	-15.4110775	28.90754756	0.597141157	0.826916458	0.445439808	0.00016689	0.000981197	-0.027444018	0.051504346	NPX	SPIN4	ENSG00000186767	protein_coding	chrX	63347228	63351332	ENSG00000186767	protein_coding
PRAF2	460.1461312	28.22388038	-17.19879742	34.23489684	0.618379903	0.833009965	-0.084881701	0.788538853	0.814823481	-0.037376816	0.074435367	NPX	PRAF2	ENSG00000243279	protein_coding	chrX	49071161	49074002	ENSG00000243279	protein_coding
GK	1712.789906	89.20180974	51.26368581	106.2528135	0.632315028	0.833009965	-0.045403828	0.637436977	0.683540909	0.029929932	0.062054517	NPX	GK	ENSG00000198814	protein_coding	chrX	30653359	30731462	ENSG00000198814	protein_coding
ZNF81	667.4448505	34.63323198	-18.61232422	37.36645659	0.621359748	0.833009965	0.138425884	0.097048416	0.14643146	-0.027885936	0.056003032	NPX	ZNF81	ENSG00000197779	protein_coding	chrX	47836902	48002561	ENSG00000197779	protein_coding
DMD	2309.085003	276.280695	151.6698342	301.8448052	0.618310249	0.833009965	0.15649309	0.074888024	0.117141359	0.065683954	0.130956559	NPX	DMD	ENSG00000198947	protein_coding	chrX	31097677	33339609	ENSG00000198947	protein_coding
CTPS2	1961.240354	87.31623085	45.36376983	94.11233632	0.632632842	0.833009965	0.219106944	0.027549078	0.052481763	0.023130143	0.047997179	NPX	CTPS2	ENSG00000047230	protein_coding	chrX	16587999	16712936	ENSG00000047230	protein_coding
TFE3	3355.920369	96.2083723	48.24801553	99.07582539	0.629144617	0.833009965	0.227238357	0.023910209	0.047680593	0.014376985	0.029525575	NPX	TFE3	ENSG00000068323	protein_coding	chrX	49028726	49043410	ENSG00000068323	protein_coding
STK26	8133.4378	363.159357	-175.4431439	364.0454566	0.632696718	0.833009965	0.267133355	0.011456621	0.027319634	-0.021570601	0.044769474	NPX	STK26	ENSG00000134602	protein_coding	chrX	132023302	132075943	ENSG00000134602	protein_coding
UBE2A	4316.545286	150.9942333	79.58047767	157.6694187	0.616741542	0.833009965	0.32238159	0.003678849	0.011329819	0.01843615	0.036532454	NPX	UBE2A	ENSG00000077721	protein_coding	chrX	119574536	119591083	ENSG00000077721	protein_coding
UPF3B	2273.187962	70.46721692	-35.53869479	70.23601324	0.615865533	0.833009965	0.328594447	0.003208713	0.010225898	-0.015633857	0.030901383	NPX	UPF3B	ENSG00000125351	protein_coding	chrX	119805311	119852998	ENSG00000125351	protein_coding
ATP7A	4038.885506	331.3780727	-139.4913816	288.5274039	0.631618211	0.833009965	0.438370639	0.000204195	0.001141483	-0.034537097	0.07149356	NPX	ATP7A	ENSG00000165240	protein_coding	chrX	77910656	78050395	ENSG00000165240	protein_coding
CSTF2	2123.615693	89.02326442	-35.04105821	72.14988076	0.630064677	0.833009965	0.518785639	1.67E-05	0.000138782	-0.016500659	0.033982059	NPX	CSTF2	ENSG00000101811	protein_coding	chrX	100820359	100841520	ENSG00000101811	protein_coding
TMSB4X	271142.7926	14829.9176	7246.940404	15266.882	0.6378023	0.836502248	0.214943813	0.029589863	0.05448501	0.026727395	0.056324663	NPX	TMSB4X	ENSG00000205542	protein_coding	chrX	12975110	12977227	ENSG00000205542	protein_coding
PRPS2	5224.982229	177.4749558	94.38586379	200.9517823	0.641330065	0.837906331	0.050645495	0.284017013	0.345854906	0.018064342	0.038464696	NPX	PRPS2	ENSG00000101911	protein_coding	chrX	12791355	12824222	ENSG00000101911	protein_coding
SLC25A43	1448.545921	74.42527893	-38.90276007	86.81451037	0.656684322	0.842581735	-0.00803381	0.488119424	0.542178253	-0.026856422	0.05994806	NPX	SLC25A43	ENSG00000077713	protein_coding	chrX	119399336	119454478	ENSG00000077713	protein_coding
ARMCX2	1345.492847	116.3750736	57.74894741	130.108366	0.659734086	0.842581735	0.131368047	0.107011822	0.156613869	0.042920293	0.096770642	NPX	ARMCX2	ENSG00000184867	protein_coding	chrX	101655281	101659850	ENSG00000184867	protein_coding
HNRNPH2	5390.336639	225.0609434	-109.4876684	243.2605786	0.655276052	0.842581735	0.169330005	0.061799493	0.100387191	-0.020311842	0.045136982	NPX	HNRNPH2	ENSG00000126945	protein_coding	chrX	101408222	101414133	ENSG00000126945	protein_coding
HPRT1	5457.529019	191.081297	90.96966811	200.9390793	0.653392041	0.842581735	0.222812382	0.025835677	0.050056624	0.016668655	0.036823317	NPX	HPRT1	ENSG00000165704	protein_coding	chrX	134460165	134520513	ENSG00000165704	protein_coding
CD99L2	2323.177211	155.8855489	-68.13288846	151.813651	0.656198634	0.842581735	0.299108807	0.006039489	0.01596485	-0.029327461	0.06537705	NPX	CD99L2	ENSG00000102181	protein_coding	chrX	150766336	150898816	ENSG00000102181	protein_coding
TSPYL2	2258.467728	129.4647957	55.31549221	124.1908514	0.658620783	0.842581735	0.318375233	0.004013951	0.011799631	0.024492487	0.055006908	NPX	TSPYL2	ENSG00000184205	protein_coding	chrX	53082367	53088540	ENSG00000184205	protein_coding
TIMP1	2975.701885	279.0190106	-146.2265421	335.2068967	0.665206405	0.846400687	-0.045379989	0.637341246	0.683540909	-0.049140185	0.112742205	NPX	TIMP1	ENSG00000102265	protein_coding	chrX	47582408	47586789	ENSG00000102265	protein_coding
TMLHE	1274.521226	46.63794185	-19.56587842	45.89276736	0.672331076	0.849129248	0.303498663	0.005511135	0.015155622	-0.015351552	0.03601223	NPX	TMLHE	ENSG00000185973	protein_coding	chrX	155489011	155719098	ENSG00000185973	protein_coding
NXT2	1784.298337	78.42083097	30.54949354	71.62355381	0.672194216	0.849129248	0.382069806	0.00091205	0.003545383	0.017121292	0.040148072	NPX	NXT2	ENSG00000101888	protein_coding	chrX	109535781	109544698	ENSG00000101888	protein_coding
NSDHL	1933.45533	73.2567009	-28.10077544	69.63382725	0.688866007	0.86442111	0.347447918	0.002094361	0.007390868	-0.014533967	0.036019434	NPX	NSDHL	ENSG00000147383	protein_coding	chrX	152830967	152869729	ENSG00000147383	protein_coding
LAMP2	6315.669358	303.1787058	114.3142534	283.8913922	0.689508921	0.86442111	0.39960077	0.000583922	0.002632086	0.018100101	0.044958722	NPX	LAMP2	ENSG00000005893	protein_coding	chrX	120426148	120469365	ENSG00000005893	protein_coding
ENOX2	871.4560551	30.06909641	12.8341577	32.39832574	0.694279667	0.867213796	0.242498871	0.018191087	0.039013588	0.014727257	0.037180707	NPX	ENOX2	ENSG00000165675	protein_coding	chrX	130622325	130903234	ENSG00000165675	protein_coding
NKAP	2306.493035	59.17676753	-25.43391016	65.15559051	0.698511332	0.869315198	0.132313144	0.105632658	0.155261795	-0.011027092	0.028250186	NPX	NKAP	ENSG00000101882	protein_coding	chrX	119920672	119943751	ENSG00000101882	protein_coding
SLC6A8	309.1242072	44.44872154	-19.69918566	51.35479557	0.703477745	0.872312404	0.016486359	0.396249463	0.451909923	-0.063725794	0.166382479	NPX	SLC6A8	ENSG00000130821	protein_coding	chrX	153687926	153696588	ENSG00000130821	protein_coding
HCCS	1966.38752	65.02641477	-29.17269095	78.90871899	0.713712406	0.878945474	-0.087247028	0.796816941	0.818922728	-0.014835677	0.040131772	NPX	HCCS	ENSG00000004961	protein_coding	chrX	11111301	11123086	ENSG00000004961	protein_coding
WAS	5450.727322	234.8216828	-76.71893409	207.7208133	0.7139821	0.878945474	0.431421026	0.000248205	0.001343459	-0.01407499	0.038113649	NPX	WAS	ENSG00000015285	protein_coding	chrX	48676596	48691427	ENSG00000015285	protein_coding
UTP14A	2713.000441	122.9969611	48.50371298	135.4992428	0.722405157	0.886115678	0.15110965	0.081011685	0.12499993	0.017878255	0.049951	NPX	UTP14A	ENSG00000156697	protein_coding	chrX	129906121	129929761	ENSG00000156697	protein_coding
SMS	10535.34502	318.922876	130.2892726	371.3699866	0.727702531	0.887788058	0.0203092	0.382684638	0.442357497	0.012366873	0.0352519	NPX	SMS	ENSG00000102172	protein_coding	chrX	21940709	21994837	ENSG00000102172	protein_coding
PIGA	1294.627977	71.30714998	-26.56110312	76.07933304	0.728975531	0.887788058	0.197388193	0.039682684	0.069751521	-0.020516398	0.058776266	NPX	PIGA	ENSG00000165195	protein_coding	chrX	15319452	15335554	ENSG00000165195	protein_coding
CHST7	1130.731648	98.70082378	-37.70864613	110.4321478	0.73468573	0.891558128	0.089848317	0.182671921	0.242377918	-0.033348891	0.097707702	NPX	CHST7	ENSG00000147119	protein_coding	chrX	46573765	46598496	ENSG00000147119	protein_coding
BRCC3	3277.688174	142.4576459	-49.64281509	148.6609965	0.740315434	0.895204124	0.252373519	0.015161389	0.034082973	-0.01514568	0.045360219	NPX	BRCC3	ENSG00000185515	protein_coding	chrX	155071420	155123077	ENSG00000185515	protein_coding
UBL4A	2467.881066	89.02132255	-30.39086906	93.01928424	0.745723937	0.895393882	0.205626213	0.034631905	0.061924159	-0.01231456	0.037694581	NPX	UBL4A	ENSG00000102178	protein_coding	chrX	154483717	154486615	ENSG00000102178	protein_coding
IKBKG	1276.966604	60.54195622	-19.82972084	60.33344234	0.744259065	0.895393882	0.286682742	0.007788363	0.01981964	-0.01552877	0.047253207	NPX	IKBKG	ENSG00000269335	protein_coding	chrX	154541199	154565046	ENSG00000269335	protein_coding
PGK1	116659.9203	5850.073131	-2014.587958	7130.121842	0.779099458	0.897894335	-0.100510363	0.840802328	0.855861475	-0.017268895	0.061124999	NPX	PGK1	ENSG00000102144	protein_coding	chrX	77910739	78129295	ENSG00000102144	protein_coding
FOXO4	542.6130417	21.32403632	-8.051857031	26.26308752	0.760878336	0.897894335	-0.093386131	0.817714015	0.834851733	-0.014839041	0.048404649	NPX	FOXO4	ENSG00000184481	protein_coding	chrX	71095851	71103532	ENSG00000184481	protein_coding
TSR2	2320.77661	69.64901562	-24.08407158	76.89678021	0.75588748	0.897894335	0.099456017	0.162400958	0.221514906	-0.010377591	0.033135536	NPX	TSR2	ENSG00000158526	protein_coding	chrX	54440404	54448032	ENSG00000158526	protein_coding
ARHGEF9	1508.994781	86.88987181	-27.06729084	95.93366028	0.77940388	0.897894335	0.123545795	0.118977898	0.16895468	-0.017937299	0.063582937	NPX	ARHGEF9	ENSG00000131089	protein_coding	chrX	63634967	63809274	ENSG00000131089	protein_coding
CXorf65	36.91247903	2.809803707	0.918205631	2.942540133	0.756757906	0.897894335	0.191913609	0.043373672	0.075461338	0.024875209	0.079739161	NPX	CXorf65	ENSG00000204165	protein_coding	chrX	71103889	71106788	ENSG00000204165	protein_coding
AMMECR1	1582.337915	76.384546	-21.76257939	74.75254483	0.772579049	0.897894335	0.300403032	0.005879208	0.015662579	-0.013753434	0.047246499	NPX	AMMECR1	ENSG00000101935	protein_coding	chrX	110194186	110440318	ENSG00000101935	protein_coding
GRIPAP1	3227.646402	93.77010976	-26.15546129	91.35401046	0.776238633	0.897894335	0.308692874	0.004939589	0.013920659	-0.008103571	0.028304578	NPX	GRIPAP1	ENSG00000068400	protein_coding	chrX	48973720	49002264	ENSG00000068400	protein_coding
SH3KBP1	25637.52481	1256.814375	-381.2472383	1272.148807	0.766092612	0.897894335	0.327856539	0.003261568	0.0102981	-0.014870673	0.049625933	NPX	SH3KBP1	ENSG00000147010	protein_coding	chrX	19533977	19887600	ENSG00000147010	protein_coding
WDR13	1869.742822	79.24696231	-24.88724686	79.30654806	0.75542725	0.897894335	0.346837999	0.002124062	0.007390868	-0.013310519	0.042419504	NPX	WDR13	ENSG00000101940	protein_coding	chrX	48590042	48608869	ENSG00000101940	protein_coding
KIF4A	2801.40673	150.7707223	-40.45147637	133.0758359	0.762851342	0.897894335	0.492180436	4.03E-05	0.000292511	-0.014439701	0.047509575	NPX	KIF4A	ENSG00000090889	protein_coding	chrX	70290104	70420886	ENSG00000090889	protein_coding
RAP2C	3982.133382	207.5650244	-44.96925862	158.8634703	0.778702005	0.897894335	0.566862852	2.90E-06	3.29E-05	-0.011292755	0.039898403	NPX	RAP2C	ENSG00000123728	protein_coding	chrX	132203024	132219480	ENSG00000123728	protein_coding
MAP7D3	1912.07487	70.06426248	14.96566185	51.76201965	0.774100052	0.897894335	0.597945425	8.25E-07	1.04E-05	0.007826923	0.027072645	NPX	MAP7D3	ENSG00000129680	protein_coding	chrX	136213220	136256482	ENSG00000129680	protein_coding
ELK1	6468.566465	231.5959736	71.92190662	270.9233205	0.792121289	0.906420669	0.019099517	0.386952007	0.44577917	0.011118678	0.041884946	NPX	ELK1	ENSG00000126767	protein_coding	chrX	47635521	47650604	ENSG00000126767	protein_coding
ZNF630	192.7284701	11.08756329	-2.866480663	10.78379411	0.791858252	0.906420669	0.302688282	0.005605445	0.015170292	-0.014873156	0.055959843	NPX	ZNF630	ENSG00000221994	protein_coding	chrX	47983356	48071658	ENSG00000221994	protein_coding
HTATSF1	4228.891588	179.4924728	-37.4079054	145.2133559	0.798137982	0.910251009	0.554674952	4.61E-06	4.76E-05	-0.008845794	0.034340449	NPX	HTATSF1	ENSG00000102241	protein_coding	chrX	136497079	136512346	ENSG00000102241	protein_coding
PRDX4	3070.539456	210.1824951	63.47843235	257.7742744	0.806845228	0.912922218	-0.103459768	0.849965338	0.862613632	0.020673381	0.083962736	NPX	PRDX4	ENSG00000123131	protein_coding	chrX	23664262	23686397	ENSG00000123131	protein_coding
ITM2A	3565.210126	383.9339021	111.0614579	455.0073478	0.808511759	0.912922218	-0.03351302	0.589532139	0.641571238	0.031151448	0.127668354	NPX	ITM2A	ENSG00000078596	protein_coding	chrX	79360384	79367667	ENSG00000078596	protein_coding
BCAP31	3846.254003	160.7231843	44.87395061	179.5176557	0.803993601	0.912922218	0.133631124	0.103732821	0.153795183	0.011666923	0.046675921	NPX	BCAP31	ENSG00000185825	protein_coding	chrX	153700492	153724565	ENSG00000185825	protein_coding
ZBTB33	3626.773347	181.9432243	42.57454939	177.5431995	0.811810205	0.913621386	0.354008962	0.001797797	0.006453144	0.011738961	0.048957028	NPX	ZBTB33	ENSG00000177485	protein_coding	chrX	120250752	120258398	ENSG00000177485	protein_coding
FHL1	236.4094746	125.1917682	34.14864263	150.7588655	0.822050246	0.921679298	-0.042766498	0.626834151	0.67642546	0.144447014	0.642273572	NPX	FHL1	ENSG00000022267	protein_coding	chrX	136146702	136211359	ENSG00000022267	protein_coding
KLHL15	1330.073738	75.82312755	-18.82975319	84.24949896	0.824375911	0.921679298	0.086825474	0.189413776	0.248423452	-0.014156924	0.063347117	NPX	KLHL15	ENSG00000174010	protein_coding	chrX	23983720	24027186	ENSG00000174010	protein_coding
F8A3	537.7884985	99.04393867	-27.09106433	125.919461	0.830835043	0.925865195	-0.158396563	0.969740536	0.969740536	-0.050374942	0.23432682	NPX	F8A3	ENSG00000277150	protein_coding	chrX	155456914	155458620	ENSG00000277150	protein_coding
JADE3	680.3097506	113.2793902	-26.58266326	136.3906041	0.846536757	0.929389619	-0.073926067	0.748749988	0.783201675	-0.039074353	0.200588643	NPX	JADE3	ENSG00000102221	protein_coding	chrX	46912276	47061242	ENSG00000102221	protein_coding
MAGEH1	895.5510659	47.68012116	-11.13116147	57.46674342	0.847472273	0.929389619	-0.066090015	0.719056195	0.756784453	-0.012429399	0.064172554	NPX	MAGEH1	ENSG00000187601	protein_coding	chrX	55452127	55453566	ENSG00000187601	protein_coding
VMA21	2719.50909	98.771315	20.86785077	110.3118567	0.850992363	0.929389619	0.077193588	0.212079881	0.27187684	0.007673389	0.040564108	NPX	VMA21	ENSG00000160131	protein_coding	chrX	151396515	151409364	ENSG00000160131	protein_coding
TSC22D3	4042.178178	497.9948168	102.5394392	549.8060685	0.853070642	0.929389619	0.124004691	0.118248285	0.16895468	0.025367372	0.136053176	NPX	TSC22D3	ENSG00000157514	protein_coding	chrX	107713221	107777342	ENSG00000157514	protein_coding
VBP1	5609.145087	153.3366636	30.63357777	162.1560251	0.851192499	0.929389619	0.192799688	0.042757327	0.074770506	0.005461363	0.028909608	NPX	VBP1	ENSG00000155959	protein_coding	chrX	155197007	155239841	ENSG00000155959	protein_coding
EMD	3574.812621	108.9175122	-19.78617305	106.095442	0.853076102	0.929389619	0.312222648	0.004582073	0.013130141	-0.005534884	0.029679081	NPX	EMD	ENSG00000102119	protein_coding	chrX	154379273	154381574	ENSG00000102119	protein_coding
TAF1	3589.204274	136.194833	25.57202361	136.5430983	0.852463002	0.929389619	0.321857195	0.003721231	0.011329819	0.007124706	0.038043682	NPX	TAF1	ENSG00000147133	protein_coding	chrX	71366222	71532374	ENSG00000147133	protein_coding
CETN2	1248.56037	67.10650839	12.30899574	68.97279609	0.859334054	0.933225836	0.275881726	0.009659816	0.024043777	0.009858551	0.0552444	NPX	CETN2	ENSG00000147400	protein_coding	chrX	152826994	152830757	ENSG00000147400	protein_coding
XIAP	2685.631249	122.5974161	19.01533849	110.9045124	0.86479885	0.936179073	0.395884594	0.000642749	0.002774399	0.007080398	0.041296775	NPX	XIAP	ENSG00000101966	protein_coding	chrX	123859724	123913976	ENSG00000101966	protein_coding
DOCK11	3629.069708	219.7900869	-29.89454642	186.5313986	0.873543727	0.942653199	0.53525457	9.38E-06	8.42E-05	-0.008237523	0.051401654	NPX	DOCK11	ENSG00000147251	protein_coding	chrX	118495815	118686163	ENSG00000147251	protein_coding
SSR4	7101.001673	594.9621645	-100.6112712	721.8179154	0.889901136	0.949125779	-0.084093779	0.785754897	0.81441465	-0.014168603	0.101657086	NPX	SSR4	ENSG00000180879	protein_coding	chrX	153793516	153798499	ENSG00000180879	protein_coding
SLC9A7	9861.367131	596.5314825	-89.09175423	666.8990365	0.894449927	0.949125779	0.07408819	0.219775532	0.280687102	-0.009034422	0.06762965	NPX	SLC9A7	ENSG00000065923	protein_coding	chrX	46599251	46759118	ENSG00000065923	protein_coding
TMEM185A	911.8019559	34.79782815	-4.856809041	36.98751057	0.896241938	0.949125779	0.163325255	0.067665412	0.107320491	-0.005326605	0.040565799	NPX	TMEM185A	ENSG00000269556	protein_coding	chrX	149596556	149631912	ENSG00000269556	protein_coding
TAB3	3373.190797	120.5830045	17.94451603	126.0258891	0.887546454	0.949125779	0.19157107	0.043613939	0.075494178	0.005319745	0.037361516	NPX	TAB3	ENSG00000157625	protein_coding	chrX	30827442	30975084	ENSG00000157625	protein_coding
MBNL3	2555.949507	205.5017463	27.84300324	206.0836299	0.8932609	0.949125779	0.322058037	0.003704947	0.011329819	0.010893409	0.080633748	NPX	MBNL3	ENSG00000076770	protein_coding	chrX	132369317	132489968	ENSG00000076770	protein_coding
RBMX	21745.77214	552.0415379	70.59129612	485.114666	0.885094396	0.949125779	0.498987538	3.23E-05	0.000239774	0.003246208	0.022308611	NPX	RBMX	ENSG00000147274	protein_coding	chrX	136848004	136880764	ENSG00000147274	protein_coding
MORF4L2	9918.717527	291.5222778	41.43288041	353.7870301	0.907404324	0.955015045	-0.088032047	0.799537354	0.818922728	0.004177242	0.035668838	NPX	MORF4L2	ENSG00000123562	protein_coding	chrX	103675496	103688158	ENSG00000123562	protein_coding
CHIC1	1090.410975	70.32534286	6.719346278	55.72074906	0.904668538	0.955015045	0.539187452	8.15E-06	7.51E-05	0.006162214	0.051102232	NPX	CHIC1	ENSG00000204116	protein_coding	chrX	73563200	73687102	ENSG00000204116	protein_coding
PJA1	807.8043284	34.56521001	4.277052832	39.93848103	0.915295348	0.957872972	0.065241005	0.242745298	0.306578321	0.005294664	0.049441305	NPX	PJA1	ENSG00000181191	protein_coding	chrX	69160851	69165521	ENSG00000181191	protein_coding
PLXNA3	1313.329206	75.37475096	-7.537461718	70.75471851	0.915737798	0.957872972	0.428801564	0.00026694	0.001422292	-0.005739202	0.053875327	NPX	PLXNA3	ENSG00000130827	protein_coding	chrX	154458281	154477779	ENSG00000130827	protein_coding
ZXDB	734.9293462	37.10871748	3.830945462	39.47776485	0.923217919	0.959808874	0.166539148	0.06447134	0.103701543	0.005212672	0.053717053	NPX	ZXDB	ENSG00000198455	protein_coding	chrX	57592011	57597477	ENSG00000198455	protein_coding
ATRX	6877.100091	377.8193351	-32.38552983	327.5550234	0.921774816	0.959808874	0.487655538	4.66E-05	0.000330932	-0.004709184	0.04763052	NPX	ATRX	ENSG00000085224	protein_coding	chrX	77504880	77786233	ENSG00000085224	protein_coding
SCML1	181.5672763	70.21011517	-7.430798527	80.57647304	0.92702041	0.960832705	0.040887942	0.313915612	0.371892613	-0.040925869	0.444065099	NPX	SCML1	ENSG00000047634	protein_coding	chrX	17737449	17754988	ENSG00000047634	protein_coding
