Gene	gene_id	type	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	Balaton.consensus.calls	Carrel_hybrids	Carrel_SNPs	Cotton_AI	Cotton_DNAm	Balaton_only_methylation_data	num_inf_females	pct_females_escape	Cotton_XCI_status	Cotton_AR	Cotton_AR_SD	Cotton_95ci_lo	Cotton_Esc_myCall	total_count	Tuk_Skew_AR	Tuk_skew_padj	Y014	Y035	Y117	Tuk_SC_inf_samples	Tuk_SC_sig_samples	Tuk_SC_pct_sig	Tuk_AR	Tuk_myCall	Garieri_XCI_status	num_inf_samples	num_sig_samples	pct_sig_samples	Garieri_AR	Garieri_myCall	Sauteraud_AR	Sauteraud_XCI.status	Sauteraud_AR_p.adj	Sauteraud_myCall	Avg_AR	num_studies_XCI_calls	num_studies_Esc	pct_studies_Esc	num_studies_Subject	pct_studies_Subject	Final_XCI_Call	Diff_from_Balaton
GNL3L	ENSG00000130119	protein_coding	chrX	54530183	54621521	GNL3L	ENSG00000130119	protein_coding	Mostly S	0	NA	S	S or S+U and VE	FALSE	29	0	subject	0.00902068965517241	0.0200973235480027	0.00170601024148044	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00902068965517241	1	0	0	1	1	Subject	FALSE
GPC4	ENSG00000076716	protein_coding	chrX	133300103	133415489	GPC4	ENSG00000076716	protein_coding	Mostly S	0.22	S	VE	all F S or S+U	FALSE	25	0.28	variable escape	0.097224	0.144561971370989	0.0405557072225723	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.097224	1	0	0	1	1	Subject	FALSE
GPKOW	ENSG00000068394	protein_coding	chrX	49113407	49123735	GPKOW	ENSG00000068394	protein_coding	Mostly S	0	NA	S	S or S+U and VE and U	FALSE	14	0.0714285714285714	subject	0.0603428571428571	0.149173892922556	-0.017799206628594	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0127667580454332	S	0.505865507512059	Subject	0.0365548075941452	2	0	0	2	1	Subject	FALSE
GPR173	ENSG00000184194	protein_coding	chrX	53048789	53080615	GPR173	ENSG00000184194	protein_coding	Mostly S	0	NA	VE	NA	FALSE	27	0.666666666666667	variable escape	0.2057	0.150874468962165	0.148789822024157	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	3	1	0.333333333333333	0.0621995619799458	Subject	NA	NA	NA	NA	0.133949780989973	2	1	0.5	1	0.5	Escape	TRUE
GPR174	ENSG00000147138	protein_coding	chrX	79144688	79175318	GPR174	ENSG00000147138	protein_coding	VE	NA	NA	VE	NA	FALSE	29	0.413793103448276	variable escape	0.148606896551724	0.140957609967968	0.0973035612905278	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.163224650983679	VE	0.000624634665465615	Escape	0.155915773767702	2	2	1	0	0	Escape	FALSE
GPRASP1	ENSG00000198932	protein_coding	chrX	102651092	102659083	GPRASP1	ENSG00000198932	protein_coding	S	NA	NA	NA	all F S or S+U	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
GPRASP2	ENSG00000158301	protein_coding	chrX	102712445	102717733	GPRASP2	ENSG00000158301	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
GRIA3	ENSG00000125675	protein_coding	chrX	123184153	123490915	GRIA3	ENSG00000125675	protein_coding	Mostly S	NA	NA	VE	all F S or S+U	FALSE	54	0.314814814814815	variable escape	0.122587037037037	0.128724194037787	0.0882534346942905	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	5	0	0	0.00468069073915633	Subject	NA	NA	NA	NA	0.0636338638880967	2	1	0.5	1	0.5	Subject	FALSE
GRIPAP1	ENSG00000068400	protein_coding	chrX	48973720	49002264	GRIPAP1	ENSG00000068400	protein_coding	S	0.11	NA	S	all F S or S+U	FALSE	20	0	subject	0.01064	0.0233502259653216	0.00040631226050581	Subject	30	0	1	0	0	NA	2	0	0	0	Subject	inactivated gene	3	0	0	0.019841188412886	Subject	0.053545985686527	S	0.00898190352031116	Escape	0.0210067935248533	4	1	0.25	3	0.75	Subject	FALSE
GRPR	ENSG00000126010	protein_coding	chrX	16123565	16153518	GRPR	ENSG00000126010	protein_coding	Mostly VE	0.66	S	VE	NA	FALSE	23	0.478260869565217	variable escape	0.151291304347826	0.145207615981843	0.0919466576601917	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.00376623393098163	Subject	NA	NA	NA	NA	0.0775287691394039	2	1	0.5	1	0.5	Subject	TRUE
GSPT2	ENSG00000189369	protein_coding	chrX	51743442	51746232	GSPT2	ENSG00000189369	protein_coding	S	0	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	22	0	1	NA	NA	0	1	0	0	0	Subject	NA	NA	NA	NA	NA	NA	0.0105373470446682	S	0.681738495619695	Subject	0.0052686735223341	2	0	0	2	1	Subject	FALSE
GTPBP6	ENSG00000178605	protein_coding	chrX	304529	318819	GTPBP6	ENSG00000178605	protein_coding	PAR	1	NA	E	NA	FALSE	8	1	escape	0.56965	0.168005042441334	0.453228445311875	Escape	107	0.671875	4.59688990468017e-39	NA	NA	0.653846153846154	1	1	1	0.662860576923077	Escape	inactivated gene	4	4	1	0.483826790233927	Escape	0.621948462141462	E	2.2519438005059e-27	Escape	0.584571457324617	4	4	1	0	0	Escape	FALSE
GYG2	ENSG00000056998	protein_coding	chrX	2828822	2882820	GYG2	ENSG00000056998	protein_coding	Mostly E	1	VE	NA	all F E or E+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	2	1	0.5	0.127801610574119	Escape	NA	NA	NA	NA	0.127801610574119	1	1	1	0	0	Escape	FALSE
HAUS7	ENSG00000213397	protein_coding	chrX	153447668	153495516	HAUS7	ENSG00000213397	protein_coding	S	NA	NA	S	all F S or S+U	FALSE	32	0	subject	0.01353125	0.0334448842464444	0.00194318882113662	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.00217084293844005	Subject	0.0142479279924673	S	0.826809674353044	Subject	0.00998334031030245	3	0	0	3	1	Subject	FALSE
HCCS	ENSG00000004961	protein_coding	chrX	11111301	11123086	HCCS	ENSG00000004961	protein_coding	S	0	NA	NA	all F S	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0622079545007604	S	0.247629730784251	Subject	0.0622079545007604	1	0	0	1	1	Subject	FALSE
HCFC1	ENSG00000172534	protein_coding	chrX	153947557	153971818	HCFC1	ENSG00000172534	protein_coding	Mostly VE	0.66	E	VE	NA	FALSE	25	0.24	variable escape	0.111096	0.0845589857239706	0.0779488775962035	Escape	40	0	1	0	0.196078431372549	NA	2	1	0.5	0.065359477124183	Escape	NA	NA	NA	NA	NA	NA	0.0700546627203186	VE	3.62136084583271e-09	Escape	0.0821700466148339	3	3	1	0	0	Escape	FALSE
HDAC6	ENSG00000094631	protein_coding	chrX	48801377	48824982	HDAC6	ENSG00000094631	protein_coding	Mostly S	0	NA	S	S or S+U and VE and U	FALSE	27	0	subject	0.0248555555555556	0.0479735851463581	0.00675981485403792	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0248555555555556	1	0	0	1	1	Subject	FALSE
HDAC8	ENSG00000147099	protein_coding	chrX	72329516	72573101	HDAC8	ENSG00000147099	protein_coding	S	0.22	NA	S	all F S or S+U	FALSE	40	0.025	subject	0.010045	0.0345470689691466	-0.000661247593692006	Subject	NA	NA	NA	NA	0	0	2	0	0	0	Subject	inactivated gene	2	0	0	0.000944279967739159	Subject	0.0117317204518923	S	0.743097147014258	Subject	0.00568025010490786	4	0	0	4	1	Subject	FALSE
HDX	ENSG00000165259	protein_coding	chrX	84317874	84502479	HDX	ENSG00000165259	protein_coding	S	NA	NA	S	all F S or S+U	FALSE	40	0.075	subject	0.03853	0.0975005541075642	0.00831426523737792	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00255889825746417	Subject	NA	NA	NA	NA	0.0205444491287321	2	0	0	2	1	Subject	FALSE
HEPH	ENSG00000089472	protein_coding	chrX	66162671	66268867	HEPH	ENSG00000089472	protein_coding	S	NA	NA	S	NA	FALSE	31	0.193548387096774	subject	0.105767741935484	0.152774169690858	0.0519872021926198	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.105767741935484	1	1	1	0	0	Escape	TRUE
HMGB3	ENSG00000029993	protein_coding	chrX	150980509	150990771	HMGB3	ENSG00000029993	protein_coding	S	0	NA	NA	all F S	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00266571231098791	S	0.999999999967311	Subject	0.00266571231098791	1	0	0	1	1	Subject	FALSE
HMGN5	ENSG00000198157	protein_coding	chrX	81113699	81201913	HMGN5	ENSG00000198157	protein_coding	Discordant	NA	NA	VE	E or E+U and VE and U	FALSE	8	0.5	variable escape	0.195225	0.182834005511635	0.0685274981737998	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0186990279410722	S	0.604615415918487	Subject	0.106962013970536	2	1	0.5	1	0.5	Escape	FALSE
HNRNPH2	ENSG00000126945	protein_coding	chrX	101408222	101414133	HNRNPH2	ENSG00000126945	protein_coding	S	0	NA	S	all F S or S+U	FALSE	5	0	subject	0	0	0	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0143449343572177	S	0.220381882925012	Subject	0.00717246717860885	2	0	0	2	1	Subject	FALSE
HPRT1	ENSG00000165704	protein_coding	chrX	134460165	134520513	HPRT1	ENSG00000165704	protein_coding	S	0.2	NA	S	all F S or S+U	FALSE	28	0	subject	0.008725	0.0339055291568707	-0.0038337837506781	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008725	1	0	0	1	1	Subject	FALSE
HSD17B10	ENSG00000072506	protein_coding	chrX	53431258	53434370	HSD17B10	ENSG00000072506	protein_coding	Mostly S	0.11	NA	NA	S or S+U and VE and U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
HTATSF1	ENSG00000102241	protein_coding	chrX	136497079	136512346	HTATSF1	ENSG00000102241	protein_coding	S	0	S	S	all F S or S+U	FALSE	9	0	subject	0.0146444444444444	0.0251052838617248	-0.00175767434521573	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00150711686634875	Subject	0.00828948719524426	S	0.0680574198802139	Subject	0.00814701616867915	3	0	0	3	1	Subject	FALSE
HUWE1	ENSG00000086758	protein_coding	chrX	53532096	53686728	HUWE1	ENSG00000086758	protein_coding	Mostly S	0.11	NA	S	S or S+U and VE and U	FALSE	50	0.04	subject	0.024982	0.0605501940204849	0.00819834250473395	Subject	80	0	1	0	NA	NA	1	0	0	0	Subject	escapee , robust set	3	3	1	0.115326744532847	Escape	0.0321576639356811	S	0.00316259581483584	Escape	0.043116602117132	4	2	0.5	2	0.5	Escape	TRUE
IDH3G	ENSG00000067829	protein_coding	chrX	153785766	153794523	IDH3G	ENSG00000067829	protein_coding	S	0	NA	S	NA	FALSE	24	0	subject	0.0154958333333333	0.0319296574576415	0.00272130982259805	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00275720877901001	S	0.654878729925933	Subject	0.00912652105617167	2	0	0	2	1	Subject	FALSE
IDS	ENSG00000010404	protein_coding	chrX	149476988	149521096	IDS	ENSG00000010404	protein_coding	S	0	S	S	all F S or S+U	FALSE	47	0.0212765957446809	subject	0.0300106382978723	0.0607347699071189	0.0126468479734605	Subject	171	0	1	0.0222222222222222	NA	0.0147058823529412	2	0	0	0.0123093681917211	Subject	inactivated gene	5	0	0	0.00359574388377086	Subject	0.0143595787110129	S	9.23893324459466e-05	Escape	0.0150688322710943	4	1	0.25	3	0.75	Subject	FALSE
IGBP1	ENSG00000089289	protein_coding	chrX	70133447	70166324	IGBP1	ENSG00000089289	protein_coding	Mostly S	0	NA	S	S or S+U and VE and U	FALSE	22	0	subject	0.00873181818181818	0.0231466008275541	-0.000940530698340356	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00167865621506946	Subject	0.022712625383897	S	0.210478009362014	Subject	0.0110410332602615	3	0	0	3	1	Subject	FALSE
IKBKG	ENSG00000269335	protein_coding	chrX	154541199	154565046	IKBKG	ENSG00000269335	protein_coding	Mostly S	1	S	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Escape	TRUE
IL13RA1	ENSG00000131724	protein_coding	chrX	118727133	118794535	IL13RA1	ENSG00000131724	protein_coding	Mostly S	0	NA	VE	all F S	FALSE	28	0.285714285714286	variable escape	0.108207142857143	0.165551446470792	0.0468860289403197	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.0018468475998823	Subject	NA	NA	NA	NA	0.0550269952285126	2	1	0.5	1	0.5	Subject	FALSE
IL13RA2	ENSG00000123496	protein_coding	chrX	115003975	115019977	IL13RA2	ENSG00000123496	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
IL2RG	ENSG00000147168	protein_coding	chrX	71107404	71112108	IL2RG	ENSG00000147168	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
IL3RA	ENSG00000185291	protein_coding	chrX	1336616	1382689	IL3RA	ENSG00000185291	protein_coding	PAR	NA	NA	E	NA	FALSE	30	0.966666666666667	escape	0.70817	0.169497678043296	0.647516034883413	Escape	42	0.615384615384615	2.48289936483073e-30	NA	NA	0.217391304347826	1	1	1	0.416387959866221	Escape	inactivated gene	2	1	0.5	0.240723907027021	Escape	0.589905719434271	E	1.40057816400371e-06	Escape	0.488796896581878	4	4	1	0	0	Escape	FALSE
IL9R	ENSG00000124334	protein_coding	chrX	155997581	156010817	IL9R	ENSG00000124334	protein_coding	S	NA	NA	S	NA	FALSE	21	0.19047619047619	subject	0.0933952380952381	0.147590777070217	0.0302696200337534	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0933952380952381	1	0	0	1	1	Subject	FALSE
INTS6L	ENSG00000165359	protein_coding	chrX	135520659	135582510	DDX26B	ENSG00000165359	protein_coding	S	0	NA	S	all F S or S+U	FALSE	34	0	subject	0.0111676470588235	0.0321930796307853	0.000346354547026329	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019616364478018	S	0.0355852701032598	Subject	0.0153920057684208	2	0	0	2	1	Subject	FALSE
IQSEC2	ENSG00000124313	protein_coding	chrX	53225828	53321350	IQSEC2	ENSG00000124313	protein_coding	Mostly E	1	NA	VE	all F E or E+U	FALSE	42	0.238095238095238	variable escape	0.102095238095238	0.147989470542351	0.057338106810188	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.102095238095238	1	1	1	0	0	Escape	FALSE
IRAK1	ENSG00000184216	protein_coding	chrX	154010506	154019902	IRAK1	ENSG00000184216	protein_coding	Mostly S	0.11	S	NA	S or S+U and VE	FALSE	NA	NA	NA	NA	NA	NA	NA	140	0	1	NA	0	NA	1	0	0	0	Subject	inactivated gene	2	0	0	0.00121092559624048	Subject	0.018472057338422	S	0.0263404746605156	Subject	0.00656099431155416	3	0	0	3	1	Subject	FALSE
ITM2A	ENSG00000078596	protein_coding	chrX	79360384	79367667	ITM2A	ENSG00000078596	protein_coding	Discordant	0.56	NA	S	too much U	FALSE	9	0.111111111111111	subject	0.0482222222222222	0.133215518782327	-0.0388119167155646	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0236958132506868	S	0.0572538391607899	Subject	0.0359590177364545	2	0	0	2	1	Subject	TRUE
JADE3	ENSG00000102221	protein_coding	chrX	46912276	47061242	JADE3	ENSG00000102221	protein_coding	Mostly S	0	S	VE	all F S or S+U	FALSE	41	0.390243902439024	variable escape	0.139807317073171	0.182893606217172	0.0838234793568849	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.0102934195736319	Subject	NA	NA	NA	NA	0.0750503683234014	2	1	0.5	1	0.5	Subject	FALSE
JPX	ENSG00000225470	lncRNA	chrX	73944182	74070408	JPX	ENSG00000225470	lincRNA	E	1	NA	NA	all F E	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Escape	FALSE
KANTR	ENSG00000232593	protein_coding	chrX	53094145	53170914	KANTR	ENSG00000232593	lincRNA	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
KCND1	ENSG00000102057	protein_coding	chrX	48961378	48971844	KCND1	ENSG00000102057	protein_coding	Mostly S	0.11	NA	NA	S or S+U and VE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
KDM5C	ENSG00000126012	protein_coding	chrX	53191321	53225422	KDM5C	ENSG00000126012	protein_coding	Mostly E	1	NA	VE	all F E	FALSE	26	0.576923076923077	variable escape	0.481457692307692	0.377070384064383	0.336516502968048	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , robust set	2	2	1	0.586027606298243	Escape	0.60915429601606	E	0.00011992558767761	Escape	0.558879864873998	3	3	1	0	0	Escape	FALSE
KDM6A	ENSG00000147050	protein_coding	chrX	44873188	45112779	KDM6A	ENSG00000147050	protein_coding	Mostly E	1	E	VE	all F E	FALSE	60	0.65	variable escape	0.491411666666667	0.353336053172828	0.402005309562536	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , robust set	5	5	1	0.201646164381332	Escape	0.675508211264957	E	2.86902862648984e-18	Escape	0.456188680770985	3	3	1	0	0	Escape	FALSE
KIF4A	ENSG00000090889	protein_coding	chrX	70290104	70420886	KIF4A	ENSG00000090889	protein_coding	S	0.11	NA	S	all F S or S+U	FALSE	35	0	subject	0.0223428571428571	0.0333853374447904	0.0112822792279485	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00322405942624582	Subject	0.0448515481038389	S	0.293704735497684	Subject	0.0234728215576473	3	0	0	3	1	Subject	FALSE
KLF8	ENSG00000102349	protein_coding	chrX	56232356	56291531	KLF8	ENSG00000102349	protein_coding	S	0	NA	S	all F S or S+U	FALSE	28	0.107142857142857	subject	0.0486392857142857	0.0934168171840822	0.0140372123986484	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0486392857142857	1	0	0	1	1	Subject	FALSE
KLHL15	ENSG00000174010	protein_coding	chrX	23983720	24027186	KLHL15	ENSG00000174010	protein_coding	S	0	NA	S	NA	FALSE	31	0.032258064516129	subject	0.0271129032258064	0.0850047478749883	-0.00281101146915591	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0289540338605061	S	0.210478009362014	Subject	0.0280334685431563	2	0	0	2	1	Subject	FALSE
KRBOX4	ENSG00000147121	protein_coding	chrX	46447292	46497422	KRBOX4	ENSG00000147121	protein_coding	S	0	NA	S	all F S or S+U	FALSE	21	0	subject	0.0124714285714286	0.0200798441940455	0.00388313734829615	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00319867687416653	Subject	NA	NA	NA	NA	0.00783505272279755	2	0	0	2	1	Subject	FALSE
LAGE3	ENSG00000196976	protein_coding	chrX	154477769	154479257	LAGE3	ENSG00000196976	protein_coding	S	0	NA	NA	all F S	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	2	0	0	0	Subject	NA	NA	NA	NA	NA	NA	0.00526646696547943	S	0.528584997405869	Subject	0.00263323348273971	2	0	0	2	1	Subject	FALSE
LAMP2	ENSG00000005893	protein_coding	chrX	120426148	120469365	LAMP2	ENSG00000005893	protein_coding	Mostly S	0	NA	S	S or S+U and VE	FALSE	39	0.0256410256410256	subject	0.0100897435897436	0.0475739191866156	-0.00484138715356173	Subject	179	0	1	NA	NA	0	1	0	0	0	Subject	inactivated gene	5	0	0	0.00413968743538069	Subject	0.0141559500809768	S	0.107357208532492	Subject	0.00709634527652527	4	0	0	4	1	Subject	FALSE
LAS1L	ENSG00000001497	protein_coding	chrX	65438549	65534810	LAS1L	ENSG00000001497	protein_coding	S	0.11	NA	S	all F S or S+U	FALSE	17	0	subject	0.00196470588235294	0.00810068987621352	-0.00188611764705882	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00196470588235294	1	0	0	1	1	Subject	FALSE
LDOC1	ENSG00000182195	protein_coding	chrX	141111605	141177129	LDOC1	ENSG00000182195	protein_coding	S	0.11	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.00666518924720505	Subject	NA	NA	NA	NA	0.00666518924720505	1	0	0	1	1	Subject	FALSE
LRCH2	ENSG00000130224	protein_coding	chrX	115110616	115234096	LRCH2	ENSG00000130224	protein_coding	Discordant	0	NA	VE	too much U	FALSE	7	0.714285714285714	variable escape	0.362828571428571	0.285602023302157	0.151251631702145	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.362828571428571	1	1	1	0	0	Escape	FALSE
MAGED1	ENSG00000179222	protein_coding	chrX	51803007	51902354	MAGED1	ENSG00000179222	protein_coding	S	NA	NA	S	too much U	FALSE	40	0	subject	0.0066925	0.0261538288367213	-0.00141265552850666	Subject	13	0	1	0	NA	0	2	0	0	0	Subject	inactivated gene	3	0	0	0.00577958672905184	Subject	0.0361471059781479	S	0.231279399862289	Subject	0.0121547981767999	4	0	0	4	1	Subject	FALSE
MAGED2	ENSG00000102316	protein_coding	chrX	54807599	54816015	MAGED2	ENSG00000102316	protein_coding	Mostly S	0	NA	S	S or S+U and VE and U	FALSE	30	0.0333333333333333	subject	0.03059	0.0556621418423937	0.0106715583517276	Subject	NA	NA	NA	0	0	0	3	0	0	0	Subject	inactivated gene	4	0	0	0.00427335848577443	Subject	0.0149159856781087	S	0.00879937876299523	Escape	0.0124448360409708	4	1	0.25	3	0.75	Subject	FALSE
MAGED4B	ENSG00000187243	protein_coding	chrX	52061827	52069248	MAGED4B	ENSG00000187243	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEE1	ENSG00000198934	protein_coding	chrX	76427710	76431342	MAGEE1	ENSG00000198934	protein_coding	Discordant	0.44	NA	NA	S or S+U and VE and U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Escape	FALSE
MAGEH1	ENSG00000187601	protein_coding	chrX	55452127	55453566	MAGEH1	ENSG00000187601	protein_coding	S	0.11	NA	NA	all F S	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0233896204334704	S	0.231474845816672	Subject	0.0233896204334704	1	0	0	1	1	Subject	FALSE
MAGT1	ENSG00000102158	protein_coding	chrX	77825747	77895593	MAGT1	ENSG00000102158	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
MAMLD1	ENSG00000013619	protein_coding	chrX	150361422	150514178	MAMLD1	ENSG00000013619	protein_coding	Mostly S	0	S	VE	all F S or S+U	FALSE	12	0.333333333333333	variable escape	0.206491666666667	0.303329438245055	0.0348668804992246	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	5	1	0.2	0.0156877994503534	Subject	NA	NA	NA	NA	0.11108973305851	2	1	0.5	1	0.5	Escape	TRUE
MAP7D2	ENSG00000184368	protein_coding	chrX	20006713	20116907	MAP7D2	ENSG00000184368	protein_coding	Discordant	0	NA	VE	too much U	FALSE	33	0.727272727272727	variable escape	0.343809090909091	0.208968532863857	0.272510656264986	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.121279108334588	VE	0.000578193588728936	Escape	0.232544099621839	2	2	1	0	0	Escape	FALSE
MAP7D3	ENSG00000129680	protein_coding	chrX	136213220	136256482	MAP7D3	ENSG00000129680	protein_coding	S	0	NA	S	all F S	FALSE	28	0	subject	0.0234928571428571	0.0332466865914811	0.0111781120935421	Subject	11	0	1	NA	0	0.024390243902439	2	0	0	0.00813008130081301	Subject	inactivated gene	3	0	0	0.00563298290205738	Subject	0.0242026233092234	S	0.0264398333379735	Subject	0.0153646361637377	4	0	0	4	1	Subject	FALSE
